Company Name,Street Address 1,Street Address 2,City,State,Zip Code,Country,Industries,Team Member 1,Team Member 2,Team Member 3,Team Member 4
CH Investment Partners,"3819 Maple Avenue, Suite 250",,Dallas,TX,75219,US,,Benjamin Bates,Jed Johnson,Gina Norris,
Chief Investments LLC,"1525 Raleigh St, Suite 500",,Denver,CO,80204,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Alternative Energy Production, Alternative Energy Distribution, Oil & Gas Drilling, Oil & Gas Equipment & Services, Water Utilities, Independent Power Producers & Energy Traders, Electric Utilities, Gas Utilities, Multi-Utilities, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing, Oil & Gas Storage & Transportation, Coal & Consumable Fuels, Integrated Oil & Gas, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Credit & Debit Card Issuers, Mortgage Banker, Mortgage Broker, Mortgage Processors & Servicers, Payday Lenders, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Financial Technology, Diversified Real Estate Activities, Real Estate Operating Companies, Real Estate Development, Real Estate Services, Real Estate Investment Trusts (REITs), Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Research & Consulting Services, Marine Ports & Services, IT Consulting & Other Services, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Hotel, Resort & Cruise Line Operators, Restaurants, Automotive Retail",Aaron Rasmussen,Charlie Thomas,,
ZBS Capital,123 E 7th St.,,New York,NY,10021,US,,Frank Zhang,Colin McNeil,Jake Sloane,David Almeida
David Yarnell,764 Westover Road,,Stamford,CT,6902,US,,David Yarnell,,,
Cardinal Equity Partners LLC,2 North 6th Place,,Brooklyn,NY,12249,US,"Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment",Kevin Kamer,Brady Perrigo,,
Bridger Growth Partners LLC,1380 West Paces Ferry Road NW,,Atlanta,GA,30327,US,"Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Auto Parts & Accessories, Tires & Rubber",Tom Long,Stewart Davis,,
Squadron Capital LLC,"18 Hartford Ave, Box 223",,Granby,CT,6035,US,"Health Care Equipment, Metal, Glass & Plastic Containers, Health Care Equipment, Life Sciences Tools & Services",Craig Marino,Dave Pelizzon,Harold Ruf,Doug Pascoe
Lynniam Ventures,PO Box 413,,Blountstown,FL,32424,US,"Third Party Logistics (3PL), Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Marine Ports & Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Communications Equipment, Highways & Railtracks, Airport Services",Cassi Layne,Tony Layne,,
Driven Capital Partners,24818 Lake Rd,,Bay Village,OH,44140,US,"Air Freight & Logistics, Airlines, Data Processing & Outsourced Services, Advertising, Payment Processors, Third Party Logistics (3PL), Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Trucking, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Marine Shipping, Railroads, Airport Services, Highways & Railtracks, Marine Ports & Services",Andy Seger,,,
"JEK Communications, Inc.",716 S Columbus Ave,,Mount Vernon,NY,10550,US,"Third Party Logistics (3PL), Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Communications Equipment",Jack Briody,,,
Joseph Libatique & Co.,Joseph Libatique & Co.,,San Diego,CA,92121,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Alternative Energy Production, Alternative Energy Distribution, Oil & Gas Drilling, Oil & Gas Equipment & Services, Water Utilities, Independent Power Producers & Energy Traders, Electric Utilities, Gas Utilities, Multi-Utilities, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing, Oil & Gas Storage & Transportation, Coal & Consumable Fuels, Integrated Oil & Gas, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Credit & Debit Card Issuers, Mortgage Banker, Mortgage Broker, Mortgage Processors & Servicers, Payday Lenders, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Diversified Banks, Regional Banks, Thrifts & S&Ls, Financial Technology, Diversified Real Estate Activities, Real Estate Operating Companies, Real Estate Development, Real Estate Services, Real Estate Investment Trusts (REITs), Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Advertising, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Auto Parts & Accessories, Tires & Rubber, Biotechnology, Pharmaceuticals, Life Sciences Tools & Services, Nutraceuticals",Joseph Libatique,,,
Mill River Capital Holdings LLC,87 Prince St.,,Jamaica Plain,MA,2130,US,,James Foley,,,
Chirisa,501 East Las Olas Blvd,,Ft Lauderdale,FL,33301,US,"Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software",Marley Hughes,,,
Harbor Street Capital LLC,313 1/2 Worth Ave b1,,Palm Beach,FL,33480,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Juan Jaramillo,Darian Amirsaleh,Alejandro Alvarez,
Cyclades Capital,245 Park Ave,,New York,NY,10029,US,"Third Party Logistics (3PL), Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services",James Stavrakis,,,
Laka Capital,3115 North Shore Dr,,Wayzata,MN,55391,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Thomas Connelly,,,
"SRQ Transport, Inc.",5940 Timber Ridge Dr. Ste 201,,Prospect,KY,40059,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Matt O'Brien,,,
Formation Capital,16 Arcadian Way,,Paramus,NJ,7652,US,"Third Party Logistics (3PL), Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments, Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment, Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Marine Ports & Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Communications Equipment, Highways & Railtracks, Airport Services",Peter Patel,,,
"Tavistock, Inc.",1390 Lake Road,,Lake Forest,IL,60045,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",David Schopp,,,
