Company Name,Street Address 1,Street Address 2,City,State,Zip Code,Country,Industries,Team Member 1,Team Member 2,Team Member 3,Team Member 4
ProfitSmith inc,9 W 57th St,,New York,NY,10019,US,"Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment",Rovin Singh,,,
Forest Road Company,"1177 Avenue of the Americas, 5th Floor #101","1177 Avenue of the Americas, 5th Floor #101",New York,NY,10036,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Jeremy Tarica,Idan Shani,Emily Reed,Anthony Huang
Montera,515 Madison Ave 8th fl,,New York,NY,10022,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Kareem Mahmoud,,,
mtn. GOAT CAPITAL mgmt.,"848 N Rainbow Blvd, 9012",,Las Vegas,NV,89107,US,"Building Products, Third Party Logistics (3PL), Airport Services, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Trucking, Health Care Distributors, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Data Processing & Outsourced Services, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Airport Services, Metal, Glass & Plastic Containers, Paper Packaging, Specialty Chemicals, Education Services, Health Care Equipment, Health Care Distributors, Health Care Services",Joe Shofner,,,
Navo Capital,379 West Broadway,,New York,NY,10012,US,"Airport Services, Highways & Railtracks, Food Distributors, Trading Companies & Distributors, Technology Distributors, Health Care Distributors, Data Processing & Outsourced Services, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, IT Consulting & Other Services, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Digital & Social Media, Advertising, Health Care Services, Health Care Facilities, Health Care Technology, Life Sciences Tools & Services, Nutraceuticals",Julian Kanaan,Marco Meier,Randall Harrigan,
RSK Enterprises,NA 000,,Los Angeles,CA,00000,US,"Auto Parts & Accessories, Health Care Supplies, Paper Products, Health Care Supplies, Aluminum Products, Paper Products, Other Metal & Mineral Products, Steel Products, Aerospace & Defense, Building Products, Electronic Manufacturing Services, Highways & Railtracks, Aerospace & Defense, Building Products, Electrical Components & Equipment",Nick Giacco,Sam Khoury,,
Euclid Capital LLC,465 Euclid Ave,,Toronto ,ON,M6G 2T1,CA,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Forest Products, Paper Products, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Water Utilities, Independent Power Producers & Energy Traders, Electric Utilities, Gas Utilities, Multi-Utilities, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Oraine Green,,,
Granite Street Partners,15 Loring Drive,,Ashland,MA,01721,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores",Siisi Adu-Gyamfi,John Laskowsky,,
Pavis Capital,142 Manor Dr.,,Mill Valley,CA,94941,US,,Abraham Valdes,Michal Gattnar,,
The Asclepian Group,225 Dyer St Floor 2,,Providence,RI,02903,US,"Life & Health Insurance, Application Software, Systems Software, Financial Technology, Health Care Technology, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, IT Consulting & Other Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Biotechnology, Pharmaceuticals, Life Sciences Tools & Services, Nutraceuticals",Arielle Lawrence,Yousef Al-Humaidhi,,
LTV Fund,888 Biscayne Blvd # 501,,Miami,FL,33131,US,"Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Communications Equipment",Marina Vizdoaga,,,
Exaltare Capital Partners,"500 Boylston Street, 13th Floor",,Boston,MA,02116,US,"Consumer Electronics, Home Furnishings, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Agricultural Products, Packaged Foods & Meats, Auto Parts & Accessories, Tires & Rubber, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores",Ian Fields,Tushar Dwivedi,Charles Anderson,Eugene Dayanghirang
Pennington Creek Capital LLC,"8201 Preston Road, Suite 575",,Dallas,TX,75225,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Curt Crofford,Stephen Ohlemeyer,Easton Snow,Kelsie Scott
Junction Capital Partners,"3415 Mercer St, Ste H",,Houston,TX,77027,US,"Third Party Logistics (3PL), Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Rob Johnson,,,
"1876 Partners, LP",1445 Keefer Rd Suite B,,Tomball,TX,77375,US,"Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services",Matt Zachary,,,
"Capitala Financial Advisors, LLC",4201 Congress St #360,,Charlotte,NC,28209,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Joe Alala,Bridget Meller,,
Franklin Hill Capital LLC,159 N. Sangamon St. Suite 200,,Chicago,IL,60607,US,"Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Auto Parts & Accessories, Tires & Rubber",Scott Aldworth,Oghale Ighoavodha,,
Degen Capital,6700 N Linder Rd 156 123,,Meridian,ID,83646,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Joshua Cleghorn,,,
Syntagma Capital Management SA,"Avenue Louise 326, 18th floor",,Brussels,Brussels,1050,BE,"Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products",Sebastien Kiekert Le Moult,João Pilecco,Fabio Yamasaki,Gabriele Lo Monaco
