Product Name,Image URL,SKU,Categories,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Product_URL
46-02004,https://www.engineeredmarineproducts.com/wp-content/uploads/46-02004.jpg,46-02004MC,"Cooling, Wear Plates, Mercury Mariner, Water Pump Components, Cooling",Wear Plate,OEM : Mercury Replaces: Mercury 84026M,"For 1979/1983-86 Mercury/Mariner 2-cyl, 9.9-15 Hp outboards.",also crosses with: GLM: 12515,UPC: 840080429397,,https://www.engineeredmarineproducts.com/product/46-02004/
46-02077,https://www.engineeredmarineproducts.com/wp-content/uploads/46-02077.jpg,46-02077MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Water Pump Service Kit,OEM : Mercury Replaces: Mercury 84277T | 84277M,"For 1979 Mercury/Mariner 2-cyl, 15 Hp outboards. Does not include housing.",also crosses with: Sierra: 18-3148 GLM: 12278 Mallory: 9-48600,UPC: 840080404998,,https://www.engineeredmarineproducts.com/product/46-02077/
46-02003,https://www.engineeredmarineproducts.com/wp-content/uploads/46-02003.jpg,46-02003MC,"Cooling, Wear Plates, Mercury Mariner, Water Pump Components, Cooling",Water Pump Cup,OEM : Mercury Replaces: Mercury 84025M,"For 1979/1983-86 Mercury/Mariner 2-cyl, 9.9-15 Hp outboards.",also crosses with: GLM: 12876,UPC: 840080462011,,https://www.engineeredmarineproducts.com/product/46-02003/
46-02000,https://www.engineeredmarineproducts.com/wp-content/uploads/46-02000.jpg,46-02000MC,"Cooling, Wear Plates, Mercury Mariner, Water Pump Components, Cooling",Wear Plate,OEM : Mercury Replaces: Mercury 81420M,"For 1977-78/1982-85 Mercury/Mariner 2-cyl, 30-55 Hp outboards.",also crosses with: Sierra: 18-3436 GLM: 12526,UPC: 840080405384,,https://www.engineeredmarineproducts.com/product/46-02000/
31-15514,https://www.engineeredmarineproducts.com/wp-content/uploads/31-15514.jpg,31-15514MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Rod Bearing With Metal Cage,OEM : Mercury Replaces: Mercury 8M0045428 | 17514A1 | 67526A1 | 17514 | 67526A2 | 879366 | 821146A1 | 814337A1 | 67526,"For 1976-2010 Mercury/Mariner 2-cyl, 30 Hp | 3-cyl, 30-60 Hp | 6-cyl, 115-225 Hp outboards.",also crosses with: Sierra: 18-1194 GLM: 16200,UPC: 840080435497,,https://www.engineeredmarineproducts.com/product/31-15514/
31-31001,https://www.engineeredmarineproducts.com/wp-content/uploads/31-31001.jpg,31-31001MC,"Gearcase Bearings, Mercury Mariner, Gearcase, Gearcase",Bearing and Seal Kit,OEM : Mercury Replaces: Mercury 803031T1,"For various years Mercury/Mariner V6, 135-200 Hp outboard gearcases. Standard Rotation with 2:1 ratio, ratcheting.",also crosses with: GLM: 11810,UPC: 840080483122,,https://www.engineeredmarineproducts.com/product/31-31001/
31-15445,https://www.engineeredmarineproducts.com/wp-content/uploads/31-15445.jpg,31-15445MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Center Main Bearing,OEM : Mercury Replaces: Mercury 88903T + 67445,"For 1976-93 Mercury/Mariner 6-cyl, 135-200 Hp outboard crankcases.",also crosses with: Sierra: 18-1192 GLM: 22700,UPC: 840080490205,,https://www.engineeredmarineproducts.com/product/31-15445/
46-46216,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46216.jpg,,"Cooling, Cooling, Water Pump Kits",Water Pump Repair Kit with Housing, Replaces: Mercury/Mercruiser: 96325T Yamaha: 6E0-W0078-A2-00,"Fits 4, 5 HP (1984-96) outboard water pumps.","Fits Mercury/Mariner 4, 5 HP (1984-96) outboards.",UPC: 840080498225,,https://www.engineeredmarineproducts.com/product/46-46216/
46-27997,https://www.engineeredmarineproducts.com/wp-content/uploads/46-27997-2.jpg,46-27997MC,"Cooling, Wear Plates, Mercury Mariner, Water Pump Components, Cooling",Rubber Coated Wear Plate,OEM : Mercury Replaces: Mercury 866233001,For select 1990 & later Mercury/Mariner Allowing for easier assembly of the water pumps and provides a superior seal while giving up to twice the lifespan than traditional plate/gaskets combination.,also crosses with:,UPC: 840080402529,,https://www.engineeredmarineproducts.com/product/46-27997-2/
46-46000,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46000.jpg,46-46000MC,"Pump Cups Liners, Cooling, Mercury Mariner, Water Pump Components, Cooling",Water Pump Cup,OEM : Mercury Replaces: Mercury 70977,"For 1970/1974-86 Mercury/Mariner 2-cyl, 3.6-9.8 Hp outboards.","also crosses with: Sierra: 18-3113 GLM: 12817, 12570 Mallory: 9-43601",UPC: 840080428994,,https://www.engineeredmarineproducts.com/product/46-46000/
46-46199,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46199-2.jpg,46-46199MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling, New",SS Water Pump Housing Kit,OEM : Mercury Replaces: Mercury 817275A1,"For 1994-2011 Mercury/Mariner 6-cyl, 200-400 Hp | V6, 225-300 Hp outboards. Includes rubber coated wear plate. Impeller (47-01814) not Included.",also crosses with: Sierra: 18-3571 GLM: 12415 Mallory: 9-48314,UPC: 840080484259,,https://www.engineeredmarineproducts.com/product/46-46199-2/
46-13171,https://www.engineeredmarineproducts.com/wp-content/uploads/46-13171.jpg,,"Cooling, Water Pump Kits",Water Pump Kit, Replaces: Mercury/Mercruiser: 46-42579A4 Sierra: 18-3319,Fits Mercury/Mariner 150 HP (s/n A904646-Up) outboards.,UPC: 840080496603,,,https://www.engineeredmarineproducts.com/product/46-13171/
46-13169,https://www.engineeredmarineproducts.com/wp-content/uploads/46-13169.jpg,46-13169MC,"Cooling, Mercury Mariner, Water Pump Kits, Cooling",Complete Water Pump Kit,OEM : Mercury Replaces: Mercury 96148Q8 | 96148A8 | 96148A5 | 73804A3 | 96148B8 | 60367A4 | 60367A1 | 48747A3 | 44292A4 | 42579A4 | 57234A3 | 73804A3 | 73802A3 | 58618A4 | 64141A11 | 78400A2 | 69222A3 | 37433A1 | 32437A3 | 32437A1,"For 1976-80/1982-2000 Mercury/Mariner 3-cyl, 75 Hp | 4-cyl, 90-140 Hp outboards.",also crosses with: Sierra: 18-3314 GLM: 12140 Mallory: 9-48309,UPC: 840080485881,,https://www.engineeredmarineproducts.com/product/46-13169/
46-13170,https://www.engineeredmarineproducts.com/wp-content/uploads/46-13170.jpg,46-13170MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Water Pump Kit with Base,OEM : Mercury Replaces: Mercury 96148Q8 | 96148A8 | 96148A5 | 78400A2 | 96148B8 | 60367A4 | 60367A1 | 48747A3 | 44292A4 | 42579A4 | 57234A3 | 96148B5 | 73804A3 | 73802A3 | 58618A4 | 64141A11 | 69222A3 | 37433A1 | 32437A3 | 32437A1,"For 1976-80/1982-2000 Mercury/Mariner V6, 150-225 Hp outboards.","also crosses with: Sierra: 18-3316 GLM: 12130, 12150 Mallory: 9-48311, 9-48310",UPC: 840080425276,,https://www.engineeredmarineproducts.com/product/46-13170/
46-07002,https://www.engineeredmarineproducts.com/wp-content/uploads/46-07002.jpg,46-07002MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Impeller Service Kit,OEM : Mercury Replaces: Mercury 89983Q1 | 89983T2,"For 1982-97 Mercury/Mariner 2-cyl, 35-40 Hp | 3-cyl, 50-70 Hp | 4-cyl, 40-50 Hp outboards.",also crosses with: Sierra: 18-3207 GLM: 12250 Mallory: 9-48300,UPC: 840080449159,,https://www.engineeredmarineproducts.com/product/46-07002/
46-07411,https://www.engineeredmarineproducts.com/wp-content/uploads/46-07411.jpg,46-07411MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Impeller Service Kit,OEM : Mercury Replaces: Mercury 89981Q1 | 89981T2,"For 1979-86 Mercury/Mariner 1-cyl, 4.0-4.5Hp | 2-cyl, 7.5-9.8 Hp outboards.",also crosses with: GLM: 12270,UPC: 840080464749,,https://www.engineeredmarineproducts.com/product/46-07411/
46-03743,https://www.engineeredmarineproducts.com/wp-content/uploads/46-03743-2.jpg,46-03743MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Water Pump Gasket Kit,OEM : Mercury Replaces: Mercury 430472 + 866233001,"For 1988-2007/2009-10 Mercury/Mariner 3-cyl, 30-90 Hp | 4-cyl, 45-125 Hp outboards.",also crosses with:,UPC: 840080473512,,https://www.engineeredmarineproducts.com/product/46-03743-2/
46-07413,https://www.engineeredmarineproducts.com/wp-content/uploads/46-07413.jpg,46-07413MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Impeller Service Kit,OEM : Mercury Replaces: Mercury 89980T1,"For 1979-86 Mercury/Mariner 1-cyl, 3.5-4.5 Hp | 2-cyl, 7.5-9.8 & 40 Hp outboards.",also crosses with: GLM: 12271,UPC: 840080482798,,https://www.engineeredmarineproducts.com/product/46-07413/
46-09127,https://www.engineeredmarineproducts.com/wp-content/uploads/46-09127.jpg,46-09127MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Water Pump Service Kit,OEM : Mercury Replaces: Mercury 11656T | 11656M,"For 1978/1984-86 Mercury/Mariner 2-cyl, 8 Hp outboards.",also crosses with: Sierra: 18-3460,UPC: 840080475257,,https://www.engineeredmarineproducts.com/product/46-09127/
31-01904,https://www.engineeredmarineproducts.com/wp-content/uploads/31-01904.jpg,31-01904MC,"Gearcase Bearings, Mercury Mariner, Gearcase, Gearcase",Tapered Roller Bearing,OEM : Mercury Replaces: Mercury 53079A1 | 53079,"For 1976-88 Mercury/Mariner V6, 150-200 Hp outboard gearcases.",also crosses with: Sierra: 18-1164 GLM: 21570,UPC: 840080477015,,https://www.engineeredmarineproducts.com/product/31-01904/
31-02126,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02126-2.jpg,31-02126MC,"Gearcase Bearings, Mercury Mariner, Gearcase, Gearcase",Carrier Bearing,OEM : Mercury Replaces: Mercury 30956T OMC 387247,"For 1967-2012 Mercury/Mariner 3-cyl, 30-90 Hp | 4-cyl, 40-125 Hp | V6, 90-300 outboard gearcases. Also Fits Many O/B’S From 40 Hp-V6",also crosses with: Sierra: 18-1158 GLM: 11410 Mallory: 9-75112,UPC: 840080493824,,https://www.engineeredmarineproducts.com/product/31-02126-2/
46-46504,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46504.jpg,,"Cooling, Water Pump Kits",Water Pump Repair Kit with Housing, Replaces: GLM: 12122 Mercury/Mercruiser: 46-70941A3 Sierra: 18-3446,"Fits Mercury/Mariner 3.9, 4, 4.5, 6, 7.5, 9.8 HP (1975-86) outboards. Impeller ID.456.",UPC: 840080498850,,,https://www.engineeredmarineproducts.com/product/46-46504/
46-46505,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46505.jpg,,"Cooling, Water Pump Kits",Water Pump Repair Kit with Housing, Replaces: GLM: 12051 Mercury/Mercruiser: 46-42089A5,Fits Mercury/Mariner 6-15 HP (4-Stroke) outboards.,UPC: 840080498867,,,https://www.engineeredmarineproducts.com/product/46-46505/
46-46502,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46502-2.jpg,46-46502MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling",Water Pump Kit with Housing,OEM : Mercury Replaces: Mercury 817275Q05 | 817275Q4 | 817275A5 | 817275A4 | 817275A3,"For 1989-98 Mercury/Mariner 3-cyl, 30-105 Hp | 4-cyl, 75-120 Hp | V6, 200-250 Hp outboards. Includes rubber coated wear plate and stainless steel housing.",also crosses with: Sierra: 18-3147 GLM: 12414 Mallory: 9-48315,UPC: 840080428512,,https://www.engineeredmarineproducts.com/product/46-46502-2/
31-01902,https://www.engineeredmarineproducts.com/wp-content/uploads/31-01902.jpg,31-01902MC,"Gearcase Bearings, Gearcase, Mercury Mariner, Gearcase",Tapered Roller Bearing,OEM : Mercury Replaces: Mercury 38356A1 | F84903 | F84901 | FA84901,"For 1975-97 Mercury/Mariner 2-cyl, 35-40 Hp | 3-cyl, 50-70 | 4-cyl, 45-50 Hp outboard gearcases.",also crosses with: Sierra: 18-1162 GLM: 21630 Mallory: 9-75108,UPC: 840080494692,,https://www.engineeredmarineproducts.com/product/31-01902/
46-46368,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46368.jpg,,"Cooling, Water Pump Components",Water Pump Housing (Upper), Replaces: GLM: 12423 Mercury/Mercruiser: 46-99157A02,"Fits Mercury/Mariner 6, 8, 9.9, 15, 20, 25 HP outboard water pumps.",UPC: 840080498638,,,https://www.engineeredmarineproducts.com/product/46-46368/
46-46367,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46367-2.jpg,46-46367MC,"Cooling, Mercury Mariner, Water Pump Kits, Cooling, New",Water Pump Kit w/o Key,OEM : Mercury Replaces: Mercury 821354A2 | 821354A1,"For 1995 & later Mercury/Mariner 2-cyl, 25-50 | 3-cyl, 30-50 Hp outboards.",also crosses with: GLM: 12045,UPC: 840080435473,,https://www.engineeredmarineproducts.com/product/46-46367-2/
46-46363,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46363-2.jpg,46-46363MC,"Cooling, Impeller Pins Keys, Mercury Mariner, Water Pump Components, Cooling, New",Impeller Key,OEM : Mercury Replaces: Mercury 8M0032838 | 42376A2 | 85119,"For 1977-2014 Mercury/Mariner 2-cyl, 9.9-50 Hp outboard water pumps.",also crosses with:,UPC: 840080481456,,https://www.engineeredmarineproducts.com/product/46-46363-2/
46-46361,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46361-2.jpg,46-46361MC,"Cooling, Mercury Mariner, Water Pump Components, Housings, Cooling, New",Pump Assembly,OEM : Mercury Replaces: Mercury 821351A2,"For 1995 & later Mercury/Mariner 2-cyl, 25-50 Hp | 3-cyl, 30-50 Hp outboards. Housing ONLY, To purchase full kit, see 46-46360.",also crosses with:,UPC: 840080406879,,https://www.engineeredmarineproducts.com/product/46-46361-2/
46-46501,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46501-2.jpg,46-46501MC,"Cooling, Mercury Mariner, Water Pump Kits, Cooling, New",Water Pump Kit,OEM : Mercury Replaces: Mercury 817275A4 | 817275A3,"For 1989-2010 Mercury/Mariner 3-cyl, 30-105 Hp | 4-cyl, 75-120 Hp | V6, 200-250 Hp outboards. Includes rubber coated wear plate and stainless steel housing.",also crosses with: Sierra: 18-3570 GLM: 12416,UPC: 840080490786,,https://www.engineeredmarineproducts.com/product/46-46501-2/
46-46360,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46360-2.jpg,46-46360MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling, New",Water Pump Kit w/ SS Housing,OEM : Mercury Replaces: Mercury 821351A3,"For 1995 & later Mercury/Mariner 2-cyl, 25-50 Hp | 3-cyl, 30-50 Hp outboards. Includes stainless steel housing.",also crosses with: GLM: 12426,UPC: 840080456805,,https://www.engineeredmarineproducts.com/product/46-46360-2/
46-46246,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46246.jpg,,"Cooling, Water Pump Kits",Water Pump Kit, Replaces: GLM: 12044 Mercury/Mercruiser: 46-19453T3,Fits Mercury/Mariner 30-60 HP (2 & 4 Stroke) 2001-Up | Force 70 (1991-95) | 75 HP (1996-98) outboards,UPC: 840080494548,,,https://www.engineeredmarineproducts.com/product/46-46246/
46-46230,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46230.jpg,,"Cooling, Cooling, Water Pump Kits",Impeller Repair Kit, Replaces: Mercury/Mercruiser: 84187T Yamaha: 696-W0078-00-00,Fits 48 HP (2000) (E48MLHY) outboard water pumps.,Fits Mercury/Mariner 48 HP (2000) | E48MLHY outboards.,UPC: 840080498454,,https://www.engineeredmarineproducts.com/product/46-46230/
46-46217,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46217.jpg,,"Cooling, Cooling, Water Pump Kits",Water Pump Repair Kit with Housing," Replaces: Mercury/Mercruiser: 814453M Sierra: 18-3462 Yamaha: 6A1-W0078-02-00, 6GD-W0078-00-00",Fits 2 HP (1988-02) outboard water pumps.,Fits Mariner 2 HP outboards.,UPC: 840080498232,,https://www.engineeredmarineproducts.com/product/46-46217/
300-47716,https://www.engineeredmarineproducts.com/wp-content/uploads/300-47716.jpg,,"Electrical, Alternators, Mercury Mariner, Electrical, New",Alternator,OEM : Mercury Replaces: Mercury 875286A1 | 875286T | 881247A1 | 889956,"For  Mercury/Mariner V6, 200-250 Hp outboards.",also crosses with: ARCO: 20850,UPC: 840080461243,,https://www.engineeredmarineproducts.com/product/300-47716/
300-36195,https://www.engineeredmarineproducts.com/wp-content/uploads/300-36195.jpg,,"Electrical, Starter Components",Relief Valve Kit," Replaces: Mercury/Mercruiser: 813442A2, 893929A01 Sierra: 18-6751","Fits Mercury/Mariner 30-150, 175, 200, 225, 250, 300 HP | Force 40-120 HP outboards.",UPC: 840080497693,,,https://www.engineeredmarineproducts.com/product/300-36195/
46-46522,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46522.jpg,46-46522MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling, New",Water Pump Rebuild Kit w/ HSG,OEM : Mercury Replaces: Mercury 817275A6,"For 1994-98 Mercury/Mariner V6, 200-250 Hp outboards. Includes stainless steel housing.",also crosses with: GLM: 12096,UPC: 840080494173,,https://www.engineeredmarineproducts.com/product/46-46522/
300-08902,https://www.engineeredmarineproducts.com/wp-content/uploads/300-08902.jpg,,"Relays, Electrical",Relay, Replaces: Mercury: 882751A04 Sierra: 18-5850,135-400R Verados and 8.1L Mercruiser,UPC: 840080494074,,,https://www.engineeredmarineproducts.com/product/300-08902/
46-46514,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46514.jpg,46-46514MC,"Cooling, Water Pump Kits, Mercury Mariner, Cooling, New",Water Pump Kit,OEM : Mercury Replaces: Mercury 812966A12,"For 1991-98/2003 & later Mercury/Mariner 3-cyl, 30-60 Hp | 4-cyl, 40-60 Hp outboards. Includes stainless steel housing.",also crosses with: GLM: 12124,UPC: 840080464459,,https://www.engineeredmarineproducts.com/product/46-46514/
46-46513,https://www.engineeredmarineproducts.com/wp-content/uploads/46-46513.jpg,46-46513MC,"Cooling, Mercury Mariner, Water Pump Kits, Cooling, New",Water Pump Kit,OEM : Mercury Replaces: Mercury 817275A08,"For 2007 & later Mercury/Mariner 3-cyl, 65-90 Hp | 4-cyl, 100-115 Hp | 6-cyl, 135-300 Hp | V6, 175-350 Hp outboards. Includes stainless steel housing.",also crosses with: Sierra: 18-3406 GLM: 12013,UPC: 840080496993,,https://www.engineeredmarineproducts.com/product/46-46513/
300-08900,https://www.engineeredmarineproducts.com/wp-content/uploads/300-08900.jpg,,"Relays, Electrical",Relay, Replaces: Mercury: 86-865202T Sierra: 18-5851,"Fits: P/T, starting, main power & fuel pump systems on select Mercruiser stern drive and inboard engines.",UPC: 840080494043,,,https://www.engineeredmarineproducts.com/product/300-08900/
300-03755,https://www.engineeredmarineproducts.com/wp-content/uploads/300-03755.jpg,300-03755MC,"Coils, Ignition, Mercury Mariner, Ignition",Ignition Coil,OEM : Mercury Replaces: Mercury 806673T1,For 1994-98 Mercury/Mariner outboard engines.,also crosses with: Sierra: 18-5442 GLM: 72114,UPC: 840080452128,,https://www.engineeredmarineproducts.com/product/300-03755/
300-02805,https://www.engineeredmarineproducts.com/wp-content/uploads/300-02805-3.jpg,300-02805MC,"Coils, Ignition, Mercury Mariner, Ignition",Coil,OEM : Mercury Replaces: Mercury 898253T24 | 806529A1 | 32193A2 | 26433 | 32193 | 33205,"For before 1960/1964 Mercury/Mariner 6-cyl, 70-110 Hp outboard engines.",also crosses with: Sierra: 18-5433 CDI: E18-0004 Crusader: 37068 GLM: 72110 Indmar: S612005 Mallory: 9-29700,UPC: 840080467382,,https://www.engineeredmarineproducts.com/product/300-02805-3/
300-03107,https://www.engineeredmarineproducts.com/wp-content/uploads/300-03107-2.jpg,300-03107MC,"Ignition, Power Packs, Mercury Mariner, Ignition",Switch Box,OEM : Mercury Replaces: Mercury 5772A7 | 5772A5 | 5772A3 | 5772A2 | F720301 | 5772A1,"For 1976-98 Mercury/Mariner 4-cyl, 50-125 Hp outboards.",also crosses with: Sierra: 18-5881 CDI: 114-5772 Mallory: 9-25104,UPC: 840080478357,,https://www.engineeredmarineproducts.com/product/300-03107-2/
29-07672,https://www.engineeredmarineproducts.com/wp-content/uploads/29-07672.jpg,29-07672MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Loose Needles (29 Per Pack),OEM : Mercury Replaces: Mercury 822553,For 1992-2006 Mercury/Mariner outboard connecting rod assemblies. Retainers not included.,also crosses with: GLM: 16260 Mallory: 9-51214,UPC: 840080487625,,https://www.engineeredmarineproducts.com/product/29-07672/
29-07671,https://www.engineeredmarineproducts.com/wp-content/uploads/29-07671.jpg,29-07671MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Loose Needles (29 Per Pack),OEM : Mercury Replaces: Mercury 818391001,For 2005-10 Mercury/Mariner outboard connecting rod assemblies. Retainers not included.,also crosses with: GLM: 16250 Mallory: 9-51213,UPC: 840080490014,,https://www.engineeredmarineproducts.com/product/29-07671/
27-27674,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27674.jpg,27-27674MC,"Gasket Sets, Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",Premium Gasket Set,OEM : Mercury Replaces: Mercury 850396A1,"For 1997-99 Mercury/Mariner V6, 175 Hp outboard engines.",also crosses with:,UPC: 840080444413,,https://www.engineeredmarineproducts.com/product/27-27674/
27-27675,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27675.jpg,27-27675MC,"Gasket Sets, Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",Premium Gasket Set,OEM : Mercury Replaces: Mercury 14697A87,"For 1987-90 Mercury/Mariner V6, 200-225 Hp outboard engines.",also crosses with: Sierra: 18-4339 GLM: 39332 Mallory: 9-64210,UPC: 840080467191,,https://www.engineeredmarineproducts.com/product/27-27675/
27-27673,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27673.jpg,27-27673MC,"Gasket Sets, Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",Gasket Set,OEM : Mercury Replaces: Mercury 815791A92,"For 1990-99 Mercury/Mariner V6, 135-200 Hp outboard engines.",also crosses with: Sierra: 18-4359 GLM: 39520 Mallory: 9-64204,UPC: 840080403526,,https://www.engineeredmarineproducts.com/product/27-27673/
27-27559,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27559.jpg,27-27559MC,"Gaskets, Intake Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",Reed Block Gasket,OEM : Mercury Replaces: Mercury 146974,"For 2002-06/2010 Mercury/Mariner V6, 150-200 Hp outboard engines.",also crosses with:,UPC: 840080455730,,https://www.engineeredmarineproducts.com/product/27-27559/
27-27558,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27558.jpg,27-27558MC,"Gaskets, Mercury Mariner, Seals and Gaskets, Head Gaskets, Seals and Gaskets",Head Gasket,OEM : Mercury Replaces: Mercury 795831,"For 1978-80/1982-88 Mercury/Mariner V6, 150-175 Hp outboard engines.",also crosses with: GLM: 35910,UPC: 840080475608,,https://www.engineeredmarineproducts.com/product/27-27558/
27-27530,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27530.jpg,27-27530MC,"Gaskets, Mercury Mariner, Gearcase Gaskets, Seals and Gaskets, Seals and Gaskets",Plate Exhaust Tube Gasket,OEM : Mercury Replaces: Mercury 430086,"For 1987-99/2009-14 Mercury/Mariner 3-cyl, 65-115 Hp | 4-cyl, 100-125 Hp outboard engines.",also crosses with: Sierra: 18-0341 GLM: 37610,UPC: 840080463964,,https://www.engineeredmarineproducts.com/product/27-27530/
27-27529,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27529.jpg,27-27529MC,"Gaskets, Mercury Mariner, Engine Gaskets, Seals and Gaskets, Seals and Gaskets",Cylinder Block Cover Gasket,OEM : Mercury Replaces: Mercury 430057,"For 1987-2005 Mercury/Mariner 3-cyl, 65-90 Hp outboards.",also crosses with: Sierra: 18-2740 GLM: 37660,UPC: 840080471945,,https://www.engineeredmarineproducts.com/product/27-27529/
27-27519,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27519.jpg,27-27519MC,"Gaskets, Mercury Mariner, Gearcase Gaskets, Seals and Gaskets, Seals and Gaskets",Exhaust Plate Gasket,OEM : Mercury Replaces: Mercury 991764,"For 1979-2010 Mercury/Mariner V6, 175-220 Hp engines with “small hole” exhaust.",also crosses with: Sierra: 18-2506-1 GLM: 32520 Mallory: 9-60046,UPC: 840080440453,,https://www.engineeredmarineproducts.com/product/27-27519/
27-27518-1,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27518-1.jpg,,"Fuel Gaskets, Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets, New",Carburetor Gasket,OEM : Mercury Replaces: Mercury 892211,"For 1988-99 Mercury/Mariner V6,135-200 Hp outboard",also crosses with: Sierra: 18-0384 GLM: 32350,UPC: 840080439891,,https://www.engineeredmarineproducts.com/product/27-27518-1/
47-00125,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00125-2.jpg,47-00125MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 8508910 | 850893,"For 1988-2001 Mercury/Mariner 2-cyl, 10-30 Hp | 3-cyl, 25-50 Hp | 4-cyl, 45-50 Hp outboards. Hub uses key  46-46363 ID: 16 mm | OD: 73 mm W: 12.6 mm | 6 blades",also crosses with: Sierra: 18-3057 GLM: 89640 Mallory: 9-45303,UPC: 840080464275,,https://www.engineeredmarineproducts.com/product/47-00125-2/
47-01814,https://www.engineeredmarineproducts.com/wp-content/uploads/47-01814-2.jpg,47-01814MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 43026T2 | 43026B2 | 430264 | 430262 | 430261 Honda 19210-ZW1-303,"For 1988-2001 Mercury/Mariner 3-cyl, 30-115 Hp | 4-cyl, 40-125 Hp | V6, 200-300 Hp outboards. Hub uses key 28-32833 ID: 22.4 mm | OD: 89 mm W: 32.5 mm | 6 blades",also crosses with: Sierra: 18-3056 GLM: 89630 Mallory: 9-45307,UPC: 840080473048,,https://www.engineeredmarineproducts.com/product/47-01814-2/
27-27517,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27517-2.jpg,27-27517MC,"Fuel Gaskets, Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",Carburetor Mounting Gasket,OEM : Mercury Replaces: Mercury 677511,For 1979-93 Mercury/Mariner V6 outboards.,also crosses with: Sierra: 18-2509 GLM: 31690,UPC: 840080405230,,https://www.engineeredmarineproducts.com/product/27-27517-2/
47-00004,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00004.jpg,47-00004MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 89981 | 89981B | 65957 | 39074,"For 1972-79 Mercury/Mariner 1-cyl, 4.0-4.5 Hp | 2-cyl, 7.5-9.8 Hp outboards. Hub uses key ID: 11.6 mm | OD: 32 mm W: 14.4 mm | 6 blades",also crosses with: Sierra: 18-3039 GLM: 89810 Mallory: 9-45305,UPC: 840080474618,,https://www.engineeredmarineproducts.com/product/47-00004/
