Part-No,Product,Sub-Title,Photo,Applications,M8/M12 Application,Orientation,No. of Pins,Termination,o-ring,Current Rating,Air- and creepage distance,Gender,Coding,Mating Cycles,Standard,Assembly Height,Max Operating Temp,Configuration,Packaging,Cable Type,Connector left,Connector right,Shield,Anti Twist Protection,Loaded Pins,Material,Color,Data Rate,Transmission Category,Drawing PDF,Drawing DXF,Model 3D,Catalog,Product URL
Part-No. 225289-E,M12 Right Angle Female DI,"4-pin, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Female,,100,IEC 61076-2-101,Angled,,Rear mount DI,Tape and reel,,,,Yes,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007823.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007846.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225289
Part-No. 225286-E,M12 Right Angle Female DI,"5-pin, THR",https://www.erni.com/fileadmin/_processed_/b/a/csm_IM0011925_962f4b3c0d.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Female,,100,IEC 61076-2-101,Angled,,Rear mount DI,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007823.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007843.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225286
Part-No. 225615-E,M12 Right Angle Female,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/e/8/csm_IM0011946_3406465bbf.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Female,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009073.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009088.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225615
Part-No. 225455-E,M12 Right Angle Female,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/9/a/csm_IM0011933_4739c4ac13.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Female,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009073.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009087.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225455
Part-No. 225301-E,M12 Right Angle Female,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/c/d/csm_IM0011931_158653bdb4.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,No,,,Female,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009073.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009086.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225301
Part-No. 494927-E,M12 Vertical Male,"3-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/3/1/csm_IM0012258_39a4a45bc5.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,3,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010918.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010919.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494927
Part-No. 284809-E,M12 Vertical Male,"4-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/3/0/csm_IM0011726_8836f9b327.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007130.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007131.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000734.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/284809
Part-No. 225304-E,M12 Right Angle Female DI,"8-pin, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,No,,,Female,,100,IEC 61076-2-101,Angled,,Rear mount DI,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009052.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009090.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225304
Part-No. 484790-E,M12 Vertical Male,"4-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/3/0/csm_IM0011726_8836f9b327.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007130.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007131.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000734.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484790
Part-No. 494068-E,M12 Vertical Male,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/5/1/csm_IM0011730_cd0e46b6fa.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,13 mm,,"M12, male",Tape and reel with pad 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005914.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005915.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000737.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494068
Part-No. 494335-E,M12 Vertical Male,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010921.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010922.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494335
Part-No. 464676-E,M12 Vertical Male,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/5/d/csm_IM0011727_ecfa7a93d8.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005906.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005907.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000739.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/464676
Part-No. 494168-E,M12 Vertical Male,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/2/1/csm_IM0011750_0e231ca5e8.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,Yes,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010077.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0010078.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0010079.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494168
Part-No. 284810-E,M12 Vertical Male,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/5/d/csm_IM0011727_ecfa7a93d8.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005906.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005907.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000739.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/284810
Part-No. 484924-E,M12 Vertical Male,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/6/3/csm_IM0011725_b5cf0d812c.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005918.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005919.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000736.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484924
Part-No. 284740-E,M12 Vertical Male,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/6/3/csm_IM0011725_b5cf0d812c.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005918.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005919.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000735.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/284740
Part-No. 494020-E,M12 Vertical Male,"4-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/1/3/csm_IM0011748_d0cced0ae1.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,13 mm,,"M12, male",Tape and reel 70 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010600.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494020
Part-No. 494013-E,M12 Vertical Male,"4-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/b/csm_IM0011749_2ee698ccd4.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010073.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010076.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494013
Part-No. 494167-E,M12 Vertical Male,"4-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/b/csm_IM0011749_2ee698ccd4.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010073.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010075.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494167
Part-No. 464912-E,M12 Vertical Male,"5-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/6/4/csm_IM0011741_164ef524b9.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,No,4.8 A,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007552.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007557.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007553.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/464912
Part-No. 464800-E,M12 Vertical Male,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/1/d/csm_IM0011740_5d26ce0b9d.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007558.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007555.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007554.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/464800
Part-No. 494376-E,M12 Vertical Male,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/8/9/csm_IM0012264_c12d3c2e6d.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,No,,,Male,A,100,IEC 61076-2-101,13 mm,,"M12, male",Tape and reel with pad 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007118.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007119.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0010934.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494376
Part-No. 494015-E,M12 Vertical Male,"8-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/2/1/csm_IM0011750_0e231ca5e8.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,Yes,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010077.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0010078.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0010080.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494015
Part-No. 515529-E,M12 Vertical Male,"5-pin, B-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/e/csm_IM0011731_c4c65306f3.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,No,4.8 A,,Male,B,100,IEC 61076-2-101,13 mm,,"M12, male",Tape and reel with pad 70 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007124.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007125.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0010823.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/515529
Part-No. 454645-E,M12 Vertical Male,"17-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/2/1/csm_IM0011970_99224530e0.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,17,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007141.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007560.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/454645
Part-No. 484784-E,M12 Vertical Male,"12-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/d/3/csm_IM0011972_562338e9ea.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,12,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010601.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011293.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484784
Part-No. 494518-E,M12 Vertical Male,"12-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/3/4/csm_IM0011802_7e52899d44.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,12,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007139.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007559.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007140.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494518
Part-No. 454643-E,M12 Vertical Male,"12-pin, A-coding, SMT",https://www.erni.com/fileadmin/_processed_/3/4/csm_IM0011802_7e52899d44.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,12,SMT,No,,,Male,A,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007139.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007559.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007140.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/454643
Part-No. 225252-E,M12 Right Angle Male,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/f/2/csm_IM0011768_0b375ff123.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007848.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225252
Part-No. 515129-E,M12 Vertical Male,"5-pin, B-coding, SMT",https://www.erni.com/fileadmin/_processed_/c/6/csm_IM0012185_a3aad6ac39.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,Yes,4.8 A,,Male,B,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with pad 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0010824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010626.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/515129
Part-No. 484156-E,M12 Vertical Male,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,THR,No,,,Male,A,100,IEC 61076-2-101,13 mm,,"M12, male",Tray 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0008958.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0008959.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0008955.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484156
Part-No. 354130-E,M12 Vertical Male,"5-pin, B-coding, SMT",https://www.erni.com/fileadmin/_processed_/6/d/csm_IM0011728_4534ea9506.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,No,4.8 A,,Male,B,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005908.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005909.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000740.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/354130
Part-No. 225294-E,M12 Right Angle Male,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/5/csm_IM0011781_8e6fc93d68.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,No,,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009054.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009078.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225294
Part-No. 225260-E,M12 Right Angle Male,"5-pin, B-coding, THR",https://www.erni.com/fileadmin/_processed_/3/3/csm_IM0011774_752db847f0.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,B,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007825.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007857.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225260
Part-No. 235165-E,M12 Right Angle Male,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/1/6/csm_IM0011950_c89dbf7f00.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010638.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/235165
Part-No. 235230-E,M12 Right Angle Male,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010640.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/235230
Part-No. 225256-E,M12 Right Angle Male,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/2/3/csm_IM0011772_e45916adc6.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5v (Pin 5 EMLB)",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007854.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225256
Part-No. 225253-E,M12 Right Angle Male,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/e/7/csm_IM0011769_c81daabb10.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5v (Pin 5 EMLB)",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007849.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225253
Part-No. 235171-E,M12 Right Angle Male,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/b/f/csm_IM0011790_69e04c6687.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010639.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/235171
Part-No. 225255-E,M12 Right Angle Male,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/1/csm_IM0011771_b506840823.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007851.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225255
Part-No. 225456-E,M12 Right Angle Male,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/7/2/csm_IM0011934_c3800bf715.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010631.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225456
Part-No. 225254-E,M12 Right Angle Male,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/b/5/csm_IM0011770_c24d0958e6.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007850.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225254
Part-No. 225251-E,M12 Right Angle Male,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/1/9/csm_IM0011767_edb890fe2e.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007824.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007847.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225251
