Name,Item#,Brand,Price ($),Details,Features,More Information,No of Reviews,Reviews
Elevated Locking Toilet Seat - No Arms,178 574664,Medline,44.880000,"AllegroMedical.com presents The Elevated Locking Toilet Seat. Front clamping mechanism locks the seat onto the toilet so you don't have to worry about it coming loose or shifting during use or transfer. Wide, contoured surface raises seat level by 5"". Provides maximum comfort and fits most toilet bowls from 11""- 14"" long. Available with or without arms. ,Aid Type - Toilet: Elevated Toilet Seat,Bariatric: No,For Use With - Bowl Type: Standard,Casters: No,Drop Arm: No,Foldable: No,Latex Free: Yes,Locking: Yes","Front clamping mechanism locks the seat onto the toilet so you don't have to worry about it coming loose or shifting during use or transfer. ,Wide, contoured surface raises seat level by 5"". ,Provides maximum comfort and fits most toilet bowls from 11""- 14"" long. ,Available with or without arms.","Brand Name,Medline,Manufacturer Number,MDS80314",,Be the first to review this product
Elevated Locking Toilet Seat - No Arms,178 574664,Medline,44.880000,"AllegroMedical.com presents The Elevated Locking Toilet Seat. Front clamping mechanism locks the seat onto the toilet so you don't have to worry about it coming loose or shifting during use or transfer. Wide, contoured surface raises seat level by 5"". Provides maximum comfort and fits most toilet bowls from 11""- 14"" long. Available with or without arms. ,Aid Type - Toilet: Elevated Toilet Seat,Bariatric: No,For Use With - Bowl Type: Standard,Casters: No,Drop Arm: No,Foldable: No,Latex Free: Yes,Locking: Yes","Front clamping mechanism locks the seat onto the toilet so you don't have to worry about it coming loose or shifting during use or transfer. ,Wide, contoured surface raises seat level by 5"". ,Provides maximum comfort and fits most toilet bowls from 11""- 14"" long. ,Available with or without arms.","Brand Name,Medline,Manufacturer Number,MDS80314",,Be the first to review this product
3” Wagner Set for Healthline Medical Chairs  - Case of 4,179 0158,Healthline,45.700000,3” Wagner Set for Healthline Medical Chairs. Use with Allegro ID 188860.,"3” x 1 ¼” Heavy duty zinc plated caster,Rubber Wheel,2 with brake, 2 without brake","Brand Name,Healthline",,Be the first to review this product
McKesson Wall Steel Grab Bar White - 12 Inch - Box of 1,179 586636,Mckesson by Drive,14.890000,,"Not Made with Natural Rubber Latex.,1” Diameter,4 Screw Mounting Hardware","Brand Name,Mckesson by Drive,Manufacturer Number,146-RTL12012, 146-12016-3, 146-RTL12018",,Be the first to review this product
"Contoured Tall-Ette Elvt Toilet, Standard 2",178 0102,Ableware,45.650000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
Drive Bath Stool - Bath Seat,179 0021,Drive,$41.19,"The , by Drive Medical is ideal for narrow tubs and showers. It has slip-resistant rubber tips. The molded plastic seat is 13"" in diameter and the height of seat adjusts in 1"" increments from 13-17"". It is impact resistant, and the legs are constructed of 1"" aluminum tubing for added strength and durability. This product also comes backed by Drive Medical's Limited Lifetime Warranty. Choose your favorite color, and get it quick!","Slip resistant rubber tips,Lifetime limited warranty,Ideal for narrow tubs","Brand Name,Drive,Manufacturer Number,RTL12004KD",9,
4” Wagner Set for Healthline Medical Chairs  - Case of 4,179 0158,Healthline,59.410000,3” Wagner Set for Healthline Medical Chairs. Use with Allegro ID 188860.,"3” x 1 ¼” Heavy duty zinc plated caster,Rubber Wheel,2 with brake, 2 without brake","Brand Name,Healthline",,Be the first to review this product
4” Wagner Set for Healthline Medical Chairs  - Case of 4,179 0158,Healthline,59.410000,3” Wagner Set for Healthline Medical Chairs. Use with Allegro ID 188860.,"3” x 1 ¼” Heavy duty zinc plated caster,Rubber Wheel,2 with brake, 2 without brake","Brand Name,Healthline",,Be the first to review this product
McKesson Wall Steel Grab Bar White - 16 Inch - Box of 1,179 586636,Mckesson by Drive,11.600000,,"Not Made with Natural Rubber Latex.,1” Diameter,4 Screw Mounting Hardware","Brand Name,Mckesson by Drive,Manufacturer Number,146-RTL12012, 146-12016-3, 146-RTL12018",,Be the first to review this product
McKesson Wall Steel Grab Bar White - 18 Inch - Box of 1,179 586636,Mckesson by Drive,12.030000,,"Not Made with Natural Rubber Latex.,1” Diameter,4 Screw Mounting Hardware","Brand Name,Mckesson by Drive,Manufacturer Number,146-RTL12012, 146-12016-3, 146-RTL12018",,Be the first to review this product
McKesson Wall Steel Grab Bar White - 18 Inch - Box of 1,179 586636,Mckesson by Drive,12.030000,,"Not Made with Natural Rubber Latex.,1” Diameter,4 Screw Mounting Hardware","Brand Name,Mckesson by Drive,Manufacturer Number,146-RTL12012, 146-12016-3, 146-RTL12018",,Be the first to review this product
Contoured Tall-Ette Elevated Toilet Seats  - 2,178 0102,Ableware,46.440000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
Contoured Tall-Ette Elevated Toilet Seats  - 4,178 0102,Ableware,45.840000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
Contoured Tall-Ette Elevated Toilet Seats  - 4,178 0102,Ableware,42.970000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
"Contoured Tall-Ette Elvt Toilet, Standard 6",178 0102,Ableware,48.670000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
Contoured Tall-Ette Elevated Toilet Seats  - 6,178 0102,Ableware,50.840000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
Contoured Tall-Ette Elevated Toilet Seats  - 6,178 0102,Ableware,50.840000,"The , easily attaches to standard or elongated toilets to help people who have trouble bending their knees or do not have the strength to stand up from low positions. The contoured surface provides a more comfortable and supportive seat. The Tall-Ette elevated toilet seat is available in 2"", 4"", and 6"" heights. All three sizes are also available for Standard Round or Elongated toilets and have a 300-pound weight capacity. Standard toilet seats come with a Slip-In Lok-In-El Bracket that provides a fast, convenient, and safe way to secure the seat. Elongated toilet seats come with the Lok-In-El bolt-down bracket that holds the elevated seat securely on elongated toilet bowls: full inner ring contact with the bowl is not required.,
","Includes locking hardware,Easily attaches to standard or elongated toilets,Contoured surface provides a more comfortable and supportive seat,Available in 2"", 4"", and 6"" heights,300-pound weight capacity,Image is for the 2"" Tall-Ette Elevated Toilet Seat","Brand Name,Ableware,Manufacturer Number,725841000, 78513501, 725861000",47,
McKesson Aluminum Bath Bench Without Back - Each,179 0261,Mckesson by Drive,$37.74," ,The McKesson Aluminum Bath Bench Without Back has an ergonomic design that features a curved seat with handles and angled legs on non-skid tips for enhanced comfort and stability. An added support collar prevents leg movement ad reduces rattle. The bench is fabricated out of corrosion-resistant, lightweight aluminum that provides lasting support for up to 400lbs. The drainage hols make it easy to clean and reduce the risk of slipping,Height Range: 15.5"" - 19.5"", 1"" increments,Seat Dimensions: 19.24"" W x 11.5"" D,Weight Capacity: 400 lbs","Tool-free assembly,Easy tool free height adjustment,400 lb. Weight Capacity,Not made with natural rubber latex,Retail Packaging","Brand Name,Mckesson by Drive,Manufacturer Number,RTL12203KDR",,Be the first to review this product
Drive Bath Stool - Bath Seat,179 0021,Drive,$41.19,"The , by Drive Medical is ideal for narrow tubs and showers. It has slip-resistant rubber tips. The molded plastic seat is 13"" in diameter and the height of seat adjusts in 1"" increments from 13-17"". It is impact resistant, and the legs are constructed of 1"" aluminum tubing for added strength and durability. This product also comes backed by Drive Medical's Limited Lifetime Warranty. Choose your favorite color, and get it quick!","Slip resistant rubber tips,Lifetime limited warranty,Ideal for narrow tubs","Brand Name,Drive,Manufacturer Number,RTL12004KD",9,
Lumex Shower Transport Chair - Lumex Deluxe with Footrests,178 0136,Lumex,424.120000,"Designed for safe transport to and from the shower,Anodized, non-corrosive aluminum frame construction will not rust,Comfortable nylon backrest removes for easy cleaning,Cushioned armrests enhance user comfort,5"" swivel casters with rear wheel safety locks facilitate maneuverability in tight spaces,Powder-coated steel front brace with footrest,Footrests comfortably support the feet during transport, see Deluxe option,Optional Foot plates tip up and out of the way for easy entry and exit,Rolls easily over most toilets,Allows complete access to body for easy cleaning during bathing,250 pound maximum weight capacity,Limited lifetime warranty, 38"", 22"", 21 ½”, 14"", 30"", 16 ½”, 250 lbs, 17 ½”","Rust resistant frame,Removable nylon backrest,Works as toilet safety frame,Optional Foot plates","Brand Name,Lumex,Manufacturer Number,7915A-1",2,
Commode Folding Steel Non-Retail Carton - Each,178 0124,Complete Medical Products,$45.56,"The ,Commode Folding Steel, can easily fold for convenient storage and transportation. The grey powder coated steel welded construction increases strength and durability.,Commode Folding Steel Features:,Comes complete with 7.5 qt. bucket, cover and splash shield,Width between arms: 19"",Outside width: 22 1/2"",Seat width: 14"",Seat depth: 16 1/2"",Height adjustable from: 16 1/2"" to 22 1/2"",Weight capacity 250 lbs","Folds flat for convenient storage and transportation,Gray powder coated steel,Plastic arms for added comfort","Brand Name,Complete Medical Products,Manufacturer Number,1366E",1,
Invacare Mariner Rehab Shower Commode Wheelchair - 16,179 5034,Invacare,808.400000,"The ,Mariner Rehab Shower Commode Chair, features an all aluminum frame and stainless steel hardware, making it completely rust-resistant and ideal for use in the shower. It is lightweight, durable, and folds easily for transport or storage. Variable seat widths and wheel options provide users with a custom fit.,Mariner Rehab Shower Commode Chair Features,Folds easily for transport or storage,Ideal for use in the shower,The shower chair unit fits over most standard and elongated toilet bowls,The NEW all aluminum frame and stainless steel hardware provides optimum rust resistance,Removable pan, pan holder, and safety strap included,Mariner Rehab Shower Commode Chair Specifications,Overall Height: 39"" (floor to top of push handle),Seat To Floor Height: 22 - 3/4"" (floor to top of seat),Seat To Arm Height:	8"" (top of seat to top of armrest),Back Height: Top of seat to upholstery top: 15-1/2"",Footrest: From top of seat: min. 13"", max. 18"",Overall Width: Open: 26 - 1/2"" (hand rim to hand rim) Folded: 12"",Back Width:	18"",Seat Width:	18 - 1/4"",Width Between Arms:	18 - 1/2"",Overall Depth: 32"" (w/o front riggings),Seat Depth:	18 - 1/4"",Product Weight: 41 lb,Product Weight Capacity: 300 lb,Clearance: Front cross brace to back edge of rear tire: 26-1/2"" ,Rear-wheel axle bolt to tire edge: 11-1/2"" ,Floor to seat base: 20-1/4"" ,Inside width (between side frames): 16""","Lightweight, durable and folds easily for transport,All aluminum frame and stainless steel hardware,Removable pan, pan holder, and safety strap included","Brand Name,Invacare,Manufacturer Number,6895",2,
McKesson Aluminum Bath Bench Without Back - Each,179 0261,Mckesson by Drive,$37.74," ,The McKesson Aluminum Bath Bench Without Back has an ergonomic design that features a curved seat with handles and angled legs on non-skid tips for enhanced comfort and stability. An added support collar prevents leg movement ad reduces rattle. The bench is fabricated out of corrosion-resistant, lightweight aluminum that provides lasting support for up to 400lbs. The drainage hols make it easy to clean and reduce the risk of slipping,Height Range: 15.5"" - 19.5"", 1"" increments,Seat Dimensions: 19.24"" W x 11.5"" D,Weight Capacity: 400 lbs","Tool-free assembly,Easy tool free height adjustment,400 lb. Weight Capacity,Not made with natural rubber latex,Retail Packaging","Brand Name,Mckesson by Drive,Manufacturer Number,RTL12203KDR",,Be the first to review this product
Lumex Shower Transport Chair - Lumex without Footrests,178 0136,Lumex,363.010000,"Designed for safe transport to and from the shower,Anodized, non-corrosive aluminum frame construction will not rust,Comfortable nylon backrest removes for easy cleaning,Cushioned armrests enhance user comfort,5"" swivel casters with rear wheel safety locks facilitate maneuverability in tight spaces,Powder-coated steel front brace with footrest,Footrests comfortably support the feet during transport, see Deluxe option,Optional Foot plates tip up and out of the way for easy entry and exit,Rolls easily over most toilets,Allows complete access to body for easy cleaning during bathing,250 pound maximum weight capacity,Limited lifetime warranty, 38"", 22"", 21 ½”, 14"", 30"", 16 ½”, 250 lbs, 17 ½”","Rust resistant frame,Removable nylon backrest,Works as toilet safety frame,Optional Foot plates","Brand Name,Lumex,Manufacturer Number,7915A-1",2,
Lumex Shower Transport Chair - Lumex without Footrests,178 0136,Lumex,363.010000,"Designed for safe transport to and from the shower,Anodized, non-corrosive aluminum frame construction will not rust,Comfortable nylon backrest removes for easy cleaning,Cushioned armrests enhance user comfort,5"" swivel casters with rear wheel safety locks facilitate maneuverability in tight spaces,Powder-coated steel front brace with footrest,Footrests comfortably support the feet during transport, see Deluxe option,Optional Foot plates tip up and out of the way for easy entry and exit,Rolls easily over most toilets,Allows complete access to body for easy cleaning during bathing,250 pound maximum weight capacity,Limited lifetime warranty, 38"", 22"", 21 ½”, 14"", 30"", 16 ½”, 250 lbs, 17 ½”","Rust resistant frame,Removable nylon backrest,Works as toilet safety frame,Optional Foot plates","Brand Name,Lumex,Manufacturer Number,7915A-1",2,
Commode Folding Steel Non-Retail Carton - Each,178 0124,Complete Medical Products,$45.56,"The ,Commode Folding Steel, can easily fold for convenient storage and transportation. The grey powder coated steel welded construction increases strength and durability.,Commode Folding Steel Features:,Comes complete with 7.5 qt. bucket, cover and splash shield,Width between arms: 19"",Outside width: 22 1/2"",Seat width: 14"",Seat depth: 16 1/2"",Height adjustable from: 16 1/2"" to 22 1/2"",Weight capacity 250 lbs","Folds flat for convenient storage and transportation,Gray powder coated steel,Plastic arms for added comfort","Brand Name,Complete Medical Products,Manufacturer Number,1366E",1,
Invacare Mariner Rehab Shower Commode Wheelchair - 16,179 5034,Invacare,808.4,"The ,Mariner Rehab Shower Commode Chair, features an all aluminum frame and stainless steel hardware, making it completely rust-resistant and ideal for use in the shower. It is lightweight, durable, and folds easily for transport or storage. Variable seat widths and wheel options provide users with a custom fit.,Mariner Rehab Shower Commode Chair Features,Folds easily for transport or storage,Ideal for use in the shower,The shower chair unit fits over most standard and elongated toilet bowls,The NEW all aluminum frame and stainless steel hardware provides optimum rust resistance,Removable pan, pan holder, and safety strap included,Mariner Rehab Shower Commode Chair Specifications,Overall Height: 39"" (floor to top of push handle),Seat To Floor Height: 22 - 3/4"" (floor to top of seat),Seat To Arm Height:	8"" (top of seat to top of armrest),Back Height: Top of seat to upholstery top: 15-1/2"",Footrest: From top of seat: min. 13"", max. 18"",Overall Width: Open: 26 - 1/2"" (hand rim to hand rim) Folded: 12"",Back Width:	18"",Seat Width:	18 - 1/4"",Width Between Arms:	18 - 1/2"",Overall Depth: 32"" (w/o front riggings),Seat Depth:	18 - 1/4"",Product Weight: 41 lb,Product Weight Capacity: 300 lb,Clearance: Front cross brace to back edge of rear tire: 26-1/2"" ,Rear-wheel axle bolt to tire edge: 11-1/2"" ,Floor to seat base: 20-1/4"" ,Inside width (between side frames): 16""","Lightweight, durable and folds easily for transport,All aluminum frame and stainless steel hardware,Removable pan, pan holder, and safety strap included","Brand Name,Invacare,Manufacturer Number,6895",2,
Invacare Mariner Rehab Shower Commode Wheelchair - 18,179 5034,Invacare,1088.380000,"The ,Mariner Rehab Shower Commode Chair, features an all aluminum frame and stainless steel hardware, making it completely rust-resistant and ideal for use in the shower. It is lightweight, durable, and folds easily for transport or storage. Variable seat widths and wheel options provide users with a custom fit.,Mariner Rehab Shower Commode Chair Features,Folds easily for transport or storage,Ideal for use in the shower,The shower chair unit fits over most standard and elongated toilet bowls,The NEW all aluminum frame and stainless steel hardware provides optimum rust resistance,Removable pan, pan holder, and safety strap included,Mariner Rehab Shower Commode Chair Specifications,Overall Height: 39"" (floor to top of push handle),Seat To Floor Height: 22 - 3/4"" (floor to top of seat),Seat To Arm Height:	8"" (top of seat to top of armrest),Back Height: Top of seat to upholstery top: 15-1/2"",Footrest: From top of seat: min. 13"", max. 18"",Overall Width: Open: 26 - 1/2"" (hand rim to hand rim) Folded: 12"",Back Width:	18"",Seat Width:	18 - 1/4"",Width Between Arms:	18 - 1/2"",Overall Depth: 32"" (w/o front riggings),Seat Depth:	18 - 1/4"",Product Weight: 41 lb,Product Weight Capacity: 300 lb,Clearance: Front cross brace to back edge of rear tire: 26-1/2"" ,Rear-wheel axle bolt to tire edge: 11-1/2"" ,Floor to seat base: 20-1/4"" ,Inside width (between side frames): 16""","Lightweight, durable and folds easily for transport,All aluminum frame and stainless steel hardware,Removable pan, pan holder, and safety strap included","Brand Name,Invacare,Manufacturer Number,6895",2,
Invacare Mariner Rehab Shower Commode Wheelchair - 18,179 5034,Invacare,1088.38,"The ,Mariner Rehab Shower Commode Chair, features an all aluminum frame and stainless steel hardware, making it completely rust-resistant and ideal for use in the shower. It is lightweight, durable, and folds easily for transport or storage. Variable seat widths and wheel options provide users with a custom fit.,Mariner Rehab Shower Commode Chair Features,Folds easily for transport or storage,Ideal for use in the shower,The shower chair unit fits over most standard and elongated toilet bowls,The NEW all aluminum frame and stainless steel hardware provides optimum rust resistance,Removable pan, pan holder, and safety strap included,Mariner Rehab Shower Commode Chair Specifications,Overall Height: 39"" (floor to top of push handle),Seat To Floor Height: 22 - 3/4"" (floor to top of seat),Seat To Arm Height:	8"" (top of seat to top of armrest),Back Height: Top of seat to upholstery top: 15-1/2"",Footrest: From top of seat: min. 13"", max. 18"",Overall Width: Open: 26 - 1/2"" (hand rim to hand rim) Folded: 12"",Back Width:	18"",Seat Width:	18 - 1/4"",Width Between Arms:	18 - 1/2"",Overall Depth: 32"" (w/o front riggings),Seat Depth:	18 - 1/4"",Product Weight: 41 lb,Product Weight Capacity: 300 lb,Clearance: Front cross brace to back edge of rear tire: 26-1/2"" ,Rear-wheel axle bolt to tire edge: 11-1/2"" ,Floor to seat base: 20-1/4"" ,Inside width (between side frames): 16""","Lightweight, durable and folds easily for transport,All aluminum frame and stainless steel hardware,Removable pan, pan holder, and safety strap included","Brand Name,Invacare,Manufacturer Number,6895",2,
Invacare Mariner Rehab Shower Commode Wheelchair - 18,179 5034,Invacare,1088.38,"The ,Mariner Rehab Shower Commode Chair, features an all aluminum frame and stainless steel hardware, making it completely rust-resistant and ideal for use in the shower. It is lightweight, durable, and folds easily for transport or storage. Variable seat widths and wheel options provide users with a custom fit.,Mariner Rehab Shower Commode Chair Features,Folds easily for transport or storage,Ideal for use in the shower,The shower chair unit fits over most standard and elongated toilet bowls,The NEW all aluminum frame and stainless steel hardware provides optimum rust resistance,Removable pan, pan holder, and safety strap included,Mariner Rehab Shower Commode Chair Specifications,Overall Height: 39"" (floor to top of push handle),Seat To Floor Height: 22 - 3/4"" (floor to top of seat),Seat To Arm Height:	8"" (top of seat to top of armrest),Back Height: Top of seat to upholstery top: 15-1/2"",Footrest: From top of seat: min. 13"", max. 18"",Overall Width: Open: 26 - 1/2"" (hand rim to hand rim) Folded: 12"",Back Width:	18"",Seat Width:	18 - 1/4"",Width Between Arms:	18 - 1/2"",Overall Depth: 32"" (w/o front riggings),Seat Depth:	18 - 1/4"",Product Weight: 41 lb,Product Weight Capacity: 300 lb,Clearance: Front cross brace to back edge of rear tire: 26-1/2"" ,Rear-wheel axle bolt to tire edge: 11-1/2"" ,Floor to seat base: 20-1/4"" ,Inside width (between side frames): 16""","Lightweight, durable and folds easily for transport,All aluminum frame and stainless steel hardware,Removable pan, pan holder, and safety strap included","Brand Name,Invacare,Manufacturer Number,6895",2,
Chrome Grab Bars - 16,179 574549,Medline,61.260000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
Wheelchair Shampoo Tray - Each,776 1124,Sammons Preston,$35.50,,,"Brand Name,Sammons Preston,Manufacturer Number,920336",,Be the first to review this product
Chrome Grab Bars - 32,179 574549,Medline,59.160000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
Chrome Grab Bars - 18,179 574549,Medline,52.360000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
Chrome Grab Bars - 24,179 574549,Medline,53.940000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
Chrome Grab Bars - 16,179 574549,Medline,43.540000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
Chrome Grab Bars - 12,179 574549,Medline,41.210000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
