Ser,Job Title,Location,Country,Job Time type,Start Date,Job Req ID,Job Description
225,Dental Administration - LightHouse Dental Cobourg,"Cobourg, Ontario",Canada,Part time,2023-07-17,JR7182,"About us:  Conveniently located at Elgin St W &amp; Division Street, LightHouse Dental serves the Cobourg community.We offer complete, comprehensive, and high-quality dental care in a relaxed environment that is welcoming to patients of all ages, including young children. We offer general dentistry as well as specialty services such as oral surgery, endodontics (root canals), dentures, and sedation (sleep dentistry) all in one convenient location. There’s no need to travel out of town for specialist appointments.Our team prides ourselves on delivering quality oral care and our 4.8 star rating on Google reviews is evidence of our exceptional patient service and comfortable environment.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies, training &amp; development, and support.https://www.lighthousedental.ca/cobourg/Schedule: Part-TiBenefits of Joining Our Team:• Competitive compensation• Total rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!• Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory services• Career development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing education• Attend social and CE events to network with dental professionals in your community• Work-life balance and flexibility• Access to modernized technology to provide optimal oral care to patientsResponsibilities:• Make a positive and lasting impression on the patient, from the moment they arrive at the practice to the moment they leave• Responsible for optimizing the appointment schedule by ensuring the day is full, with limited gaps• Manage all patient calls and inquiries with a smile: appointments, confirmations, and amendments• Manage potential cancellations and overcome objections to motivate the patient to keep the appointment• Bill patients as they come out of the treatment room, take payment, send a claim form to insurance, respond to all fee inquiries in a positive manner• Effectively manage the recall system and accurately maintain the patient database• Process referral letters and other patient correspondence upon receipt from the provider• Manage and file all patient records and charts• Demonstrate active listening and empathy to patients using effective communication skillsAbout You:• Minimum 1 year of Administrator experience• Clinical background considered an asset• Experience with Dental softwareCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
224,Dental Hygienist - Mayflower Dental Group-Sydney River,"Sydney River, Nova Scotia",Canada,Full time,2023-06-16,JR6622,"About Us:Part of the Mayflower Dental Group, Riverside Dental in Sydney River, Nova Scotia is a family-focused dental centre. We also have locations in North Sydney, Sydney River Sydney Mines and Glace Bay to serve our clients.Our dentists, Dr. Chris MacDonald, Dr. Raymond MacGillivray and Dr. Thayne Bezanson, are committed to caring for the oral health of Sydney River.  At Riverside Dental, we provide cosmetic services, implants and dentures, and an overall focus on preventive hygiene and general dentistry to help create and maintain healthy smiles for our Sydney River patients and their loved ones.We pride ourselves on providing quality dental care and 5 stars on Facebook reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.  Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.www.mayflowerriverside.comSchedule:Monday-Wednesday (8:00 a.m. to 7:00 p.m.)Friday (8:00 a.m. to 4:00 p.m.)1-year maternity leave contractBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviour.About You:Successful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
223,Dental Hygienist - Collins Bay Dental,"Kingston, Ontario",Canada,Full time,2023-09-13,JR5372,"About us:Collins Bay Dental is conveniently located at the corner of Collins Bay Road and Taylor-Kidd Blvd. in Kingston. At Dawson Dental, you will be working alongside a talented, driven, and dedicated team that works like a family. Dawson Dental strives to provide the highest level of patient care providing Orthodontic treatment, Endodontics, Sleep and Sedation Dentistry and Kids Dentistry. We pride ourselves on providing quality dental care with our up to date technology and we ensure that our patients have a very positive memorable experience. Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry&#39;s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support. https://dawsondental.ca/locations/kingston-carmil-blvd/Schedule: Full-Time &amp; Part-Time AvailabilityWe are open to accommodating your availability, apply today and let&#39;s discuss a schedule that works for you! Benefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsExtended Health BenefitsUniform AllowanceParking AllowanceResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviour.About You:Successful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
226,Registered Dental Hygienist- Marineway Dental Centre,"Burnaby, British Columbia",Canada,Full time,2023-09-07,JR8137,"About Us:Marine Way Dental has been serving Burnaby and the surrounding communities for many years providing unique and comprehensive dental treatment plans. Our practice offers a complete range of dental services, including general dentistry, cosmetic service, orthodontics, dental appliances, and much more.Dr. Jim Der and Dr. Lonny Lee have extensive knowledge in their field and provide unparalleled dental care in a safe environment. They are passionately dedicated to continuing education, regularly attend courses, earn certifications to ensure they provide the most up-to-date dentistry.Marine Way Dental Centre leverages technology to provide the most effective service and results. We offer a variety of different technological options such as Digital X-Rays, Panoramic X-Rays, Lasers, and VELscopes. By utilizing these new, up-to-date technologies, our practice strives to become an environmentally friendly space.We pride ourselves on providing quality dental care and 4.7 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.https://www.marinewaydental.ca/site/homeSchedule: Full time hoursBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviour.About You:Successful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
227,Dental Hygienist - Sheppard Yorkland Dental,"North York, Ontario",Canada,Part time,2023-08-30,JR6923,"About Us:Our team at Sheppard Yorkland Dental is passionate about dentistry and delivering a friendly and comfortable dental experience for all our patients. We have been serving the North York community for many years and offer a wide range of comprehensive dental care including restorative, preventative, and cosmetic dentistry in a family-friendly environment.Our goal is to give our patients the best experience possible and keep their teeth healthy and their smile bright!We pride ourselves on providing quality dental care and 4.9 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.Our practice is conveniently located at 2001 Sheppard Avenue East.https://www.sheppardyorklanddental.com/site/homeSchedule: Part-TimeTuesdays - 8:00 am to 7:00 pm (1 hour lunch)Thursdays - 8:00 am to 5:00 pm (30 minute lunch)​Fridays - 8:00 am to 12:00 pm*If interested in more hours, Wednesdays may be offered in the future Benefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviour.About You:New Grads welcome to applSuccessful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
222,Dental Hygienist - Yonge Street Dental,"Toronto, Ontario",Canada,Part time,2023-09-12,JR8219,"About Us:At Yonge Street Dental, Dr. Mark Nusinoff and Dr. Bruce Stanley aim to provide our patients with a comfortable and relaxing environment where we strive to exceed expectations through professional results and our friendly staff. We offer a wide range of services including general dentistry, orthodontics, cosmetic dentistry and more!We pride ourselves on providing quality dental care and 5.0 stars on Google reviews is evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to advanced treatment technologies, and training &amp; development, and support.We are conveniently located at 2179 Yonge Street in Toronto, within walking distance of Yonge-Eglinton TTC station.www.yongestreetdental.com Schedule: Part-Time Mondays, Tuesdays, and Wednesdays from 7:50 am to 6:00 pmBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviour.About You:2&#43; years of prior experience working as a Dental HygienistExperience with Zoom Whitening an assetSuccessful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
201,Dental Assistant - Carbonear Dental,"Carbonear, Newfoundland and Labrador",Canada,Full time,2023-06-07,JR5963,"About us: Conveniently located at 16 Goff Avenue, Carbonear Dental has been serving the community for many years. We believe smiles reflect confidence, and we are confident we can make our patients smile!  We’re proud to offer a wide range of dental services, including preventative hygiene, general and cosmetic dentistry, implants, orthodontics, laser dentistry, and much more.Our team, led by Dr. Gregory Elliot, Dr. Steinn Kristmundsson and Dr. Rufus Meshack and Dr. Dhawal Mhatre, pride ourselves on providing quality dental care and 4.3 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and supporthttps://www.carboneardental.comSchedule:Monday to Friday (8:00 a.m. to 5:00 p.m.)Benefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
254,Certified Dental Assistant - Revelstoke Dental Centre,"Revelstoke, British Columbia",Canada,Part time,2023-08-23,JR3982,"About us: Our Revelstoke Dental Centre Team is looking for a Part time/Full- time Dental Assistant to join our family dental practice. We perform a wide range of dentistry and we are a digitally-oriented office. The right candidate would be professional, courteous and friendly and be willing to perform all the duties of a Dental Assistant in a fast- paced and fun environment. We work four days a week with 6 weeks of holidays. Revelstoke is located in the Columbia Mountains, between the Selkirk and Monashee Ranges, in the interior of British Columbia. Revelstoke is the ideal location for outdoor enthusiasts and is the home to the Revelstoke Mountain Resort Ski area.Please drop off your resume in person ( 111 2nd street west, Revelstoke BC) or email your resume to drscott&#64;revelstokedental.comhttps://www.revelstokedental.com/site/homeSchedule: We can offer full-time or part-time, let us know the schedule that works for your lifestyle and we can provide that work life balance! Benefits of Joining Our Team:• Competitive compensation• Total rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!• Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory services• Career development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing education• Attend social and CE events to network with dental professionals in your community• Work-life balance and flexibility• Access to modernized technology to provide optimal oral care to patientsResponsibilities:• Clinical chairside assisting duties including knowledge of instrumentation• Establish strong patient relationships while maintaining ethical professional behaviour• Prepare treatment room in accordance with infection control and practice protocols for each patient• Thorough understanding of practice health and safety requirementsAbout You:• Registered and/or certified as a Dental Assistant with your Provincial regulatory body or association• Previous dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
250,Periodontist - Todd Jones Periodontics,"Victoria, British Columbia",Canada,Full time,2023-06-15,JR5208,"About us:Dr. Todd Jones Periodontics and Implant Dentistry have been serving Victoria and the surrounding communities for many years. Our practice offers a comprehensive treatment of Periodontal Disease, including cosmetic procedures to aesthetically enhance your smile and dental implants that can replace single or multiple missing teethDr. Jones received comprehensive, advanced training in diagnosis, treatment planning, periodontal surgery, and dental implant surgery. Our team is passionately dedicated to continuing education and attend continuing education courses to stay on top of the current knowledge.We pride ourselves on providing quality dental care and 5 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.http://www.perio.ca/Schedule: Four days/weekBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Cubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practiceAbout You:Successful completion of the National Dental Specialty Examination (NDSE) in PeriodonticsGraduate  from an accredited DDS/DMD Program or completion of the NDEB Equivalency ExamRegistered and in good standing with provincial licensing requirementsValid CPR CertificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
248,Dental Assistant - Big Smiles Dental,"Gander, Newfoundland and Labrador",Canada,Full time,2023-07-25,JR7328,"About us: Conveniently located on Dickins St. in Gander, Big Smiles Dental has been serving the Newfoundland community since 2006. We provide a wide range of dental services ranging from cleanings, general dentistry, extractions, implants, whitening, Invisalign®, and much more.Our team, led by Dr. Elias Terzibachi, pride ourselves on providing quality dental care and 4.9 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.https://www.bigsmilesdental.ca/Schedule:Monday to Thursday (8:00 a.m. to 5:00 p.m. with 1 evening 11:00 a.m. to 7:00 p.m.), and Friday (8:00 a.m. to 2:00 p.m.)Benefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
251,Dental Assistant - Assiniboine Dental Group,"Winnipeg, Manitoba",Canada,Full time,2023-06-23,JR6795,"About Us: Assiniboine Dental Group is Winnipeg&#39;s Largest Family Dental Clinic serving the community for over 50 years. We pride in being a Leader in the profession exceeding excellence through exceptional patient service, continuous learning and innovative technology.Our team of dentists bring in extensive experience and have enabled us to diversify and concentrate our energy in becoming well-versed in different areas of dental services. We provide a workplace that fosters true collaboration and an enriching and fulfilling environment where each person is valued, respected and truly cared about.The technologies at Assiniboine Dental group are designed to provide greater comfort and less time in the chair, such as digital Scanners, Wellness Scans, Airway and sleep appliances, 3D Digital X-Rays, 3D Printing, Cone Beam Cat Scan, same day restorations with CEREC and TMD appliances.Our modern dental office is full equipped with multiple operatories, convenient location, complimentary parking and much more. https://www.assiniboinedentalgroup.com/site/homeSchedule: Full TimeBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
249,Registered Dental Assistant - Southern Shore Dental,"Goulds, Newfoundland and Labrador",Canada,Full time,2023-02-17,JR4600,"About us: Conveniently located at 484 Main Rd, Southern Shore Dental has been serving the Goulds community for over 15 years. Our practice offers a comprehensive range of dental services, including preventative hygiene, general and cosmetic dentistry, orthodontics, dental implants, and much more.Our team, led by Dr. Gregory Elliot, Dr. Steinn Kristmundsson and Dr. Dhamodhar Kosanam, pride ourselves on providing quality dental care and 4.9 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support www.southernshoredental.comSchedule:Monday – Wednesday – Thursday (7:45 a.m. – 5:30 p.m.)Tuesday (7:45 a.m. – 7:30 p.m.)Saturday (9:00 a.m. - 1:00 p.m.)Saturdays are shared among all assistants so it would work out to be 1 Saturday every 6 weeks or so.Benefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
255,Level 2 Dental Assistant - St Laurent Dental Centre,"Ottawa, Ontario",Canada,Full time,2023-09-01,JR7921,"About Us:St. Laurent Dental Centre is the state-of-the-art dental practice, located in the heart of Ottawa.  Through excellent preventive, restorative, and cosmetic dentistry PLUS technologies that make dental visits more pleasant than before, we work with you to achieve a smile that can maximize your health and appearance.  We’re also a kid-friendly office, and we want you to know that we enjoy patients of all ages!We pride ourselves on providing quality dental care and 4.8 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within our network of clinics, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.We are conveniently located at 1200 St. Laurent Blvd. Lower Level next to SportChek next to the LRT Confederation Line  (OC Transpo) and have free parking.https://stlaurentdental.comSchedule:Monday to Thursday 8:00am - 4:00pm or 5:00pmBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsUniform allowance, paid sick days and free parking providedResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
