Title,Date,Content,Img_url,Detail_URL
Belgian Summerplan,10/06/2021,"<div class=""article-header__content rich-text"">
<p style=""color: #000000; margin: 0cm;"">As you may have already heard, a number of relaxations will again take effect as of Wednesday 9th of June 2021.</p>
<p style=""color: #000000; margin: 0cm;""> </p>
<p style=""color: #000000; margin: 0cm;"">These relaxations are part of the first step in the ""Summer Plan"". </p>
<p style=""color: #000000; margin: 0cm;"">We have listed the most important changes for you.</p>
<h2> Return to the workplace</h2>
<p>
Since the previous consultation committee, it has been permitted for employers to organize <strong>'return moments'</strong>. In concrete terms, these are moments when employees who have been doing <strong>compulsory telework</strong> in the past few months can come back to the office. Note that teleworking is still compulsory until the <strong>1<sup>st</sup> of July 2021</strong>.</p>
<p>
These return moments do have a number of mandatory conditions:</p>
<ul>
<li>These moments are allowed for a maximum of 20% of the employees at the same time and for one day a week.
</li>
<li> In companies with less than 10 employees, a maximum of 5 employees may be present at the same time. However, testing of employees is strongly recommended.</li>
</ul>
<p> </p>
<h2>
Employees returning from holidays abroad </h2>
<p>The rules below only apply as of the 1st of July 2021. Until that date, the current measures remain in force. </p>
<p>Employees can travel freely within the European Union if they have a <strong>digital corona certificate</strong>. 
This certificate is proof that someone has been vaccinated against corona, has tested negative, or has recently recovered from corona. <strong>The Passenger Location Form</strong> (PLF) is still compulsory, but the distinction between private and business travel has been removed. Therefore, it is no longer mandatory for business trips to complete the Business Travel Brad tool, but the PLF must be completed.</p>
<p>The quarantine rules regarding travel will also be adjusted:</p>
<ul>
<li>When your employees return from a green or orange zone, they are not required to go into quarantine or be tested. </li>
<li>When your employees return from a red zone, they do not have to go into quarantine after returning, provided they have a digital corona certificate or a recent PCR test.
</li>
</ul>
<p> </p>
<h2>Foreign Workers</h2>
<p>If, as an employer, you employ foreign workers, the same rules apply. However, other rules apply if your employees come from countries that are not members of the European Union:</p>
<ul>
<li>Foreign employees who come from outside the European Union must be fully vaccinated (+ 2 weeks) with a vaccine recognized by Europe and take a PCR test on the day of arrival. If the test is negative, this employee does not have to go into quarantine.</li>
<li>An entry ban applies to foreign employees who come from or have stayed in a very high-risk area (""Variants of concern""). Exceptions are made for essential travel by transport personnel and diplomats. They must undergo a 10-day mandatory quarantine with a PCR test on day 1 and day 7. The quarantine may only be interrupted for an essential reason.
</li>
</ul>
<p>If there are any questions about this, please do not hesitate to contact us.</p>
<p>We from Crowe are at your disposal!</p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/content-images/left-to-right/ch-asset-498369417_l2r_lg.jpg?h=313&iar=0&w=556&rev=-1&hash=9C02B4E322EC0025175EB62DD6E7AB7C,https://www.crowe.com/be/spark/insights/belgian-summerplan---2021
,,,,
,,,,
,,,,
"HMRC initiative ""Making Tax Digital"" - Are your UK VAT processes ready?",08/03/2018,"<div class=""article-header__content rich-text"">
<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; font-size: 12px; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; -webkit-font-smoothing: antialiased; color: #7d7d7d; font-family: 'Open Sans', Arial, sans-serif;""> <span style=""font-family: Roboto, Arial, sans-serif; font-size: 18px; color: #000000;"">With the aim to make HMRC into a ""world leading, digital tax authority"", all organisations with a turnover above the VAT registration threshold (£85.000) will have to:</span></p>
<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; font-size: 12px; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; -webkit-font-smoothing: antialiased; color: #7d7d7d; font-family: 'Open Sans', Arial, sans-serif;""><span style=""font-family: Roboto, Arial, sans-serif; font-size: 18px; color: #000000;""><br>
* keep and be able to provide their VAT records digitally.<br>
* submit their VAT data to HMRC thorugh compatible software, not through the HMRC online portal</span></p>
<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; font-size: 12px; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; -webkit-font-smoothing: antialiased; color: #7d7d7d; font-family: 'Open Sans', Arial, sans-serif;""><span style=""font-family: Roboto, Arial, sans-serif; font-size: 18px; color: #000000;""><br>
It will no longer be allowed for a VAT taxable person to manually transpose figures in the HMRC's protal in the framework of the submission of the VAT return. This obligation is due to come into effect as from 1 April 2019.<br>
</span></p>
<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; font-size: 12px; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; -webkit-font-smoothing: antialiased; color: #7d7d7d; font-family: 'Open Sans', Arial, sans-serif;""><span style=""font-family: Roboto, Arial, sans-serif; font-size: 18px; color: #000000;"">According to figures from the Chartered institute of Taxation 87% of VAT taxable persons (obliged to submit VAT returns) will be impacted by the new rules. As a result, if your organisation is among the 87% filing its UK VAT returns via the HMRC's portal, MTC will present a significant change to your current (VAT) process(es).</span></p>
<p style=""margin: 0px 0px 20px; padding: 0px; border: 0px; outline: 0px; font-size: 12px; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; -webkit-font-smoothing: antialiased; color: #7d7d7d; font-family: 'Open Sans', Arial, sans-serif;""><span style=""font-family: Roboto, Arial, sans-serif; font-size: 18px; color: #000000;""><br>
Feel free to reach out to us, should you like more background on MTD.<br>
</span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/firms/europe/be/vanhuynegem-associates-spark/images/foto-artikel-hmrc.jpg?h=278&iar=0&w=556&rev=8dcd5b5c1e564841968d399e93def37c&hash=2CA09338019CEFFCC65AC69992F64788,https://www.crowe.com/be/spark/insights/hmrc-initiative-making-tax-digital
Incoterms 2020 – Introduction as of 1 January 2020,,"<div class=""article-header__content rich-text"">
<span style=""line-height: 120%;"">Insert Content</span>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/placeholders/featuredarticle.png?h=313&iar=0&w=556&rev=cc7ebab4f26f44ff82ddd6330296202d&hash=848B6363B866FDBC296406D7C66F1AF3,https://www.crowe.com/be/spark/insights/incoterms-2020
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mobility allowance versus mobility budget: what’s in a name?,01/04/2019,"<div class=""article-header__content rich-text"">
<p><span>In the context of striving for sustainable mobility, a number of measures have been introduced by the government that should be an attractive alternative to the company car.</span></p>
<p><span>The first concerns the <span style=""text-decoration: underline;"">mobility allowance</span> that was introduced as per January 1, 2018. This allowance offers employees the opportunity to trade in their company car for a monthly cash allowance = cash for car.</span></p>
<p><span>The second concerns the <span style=""text-decoration: underline;"">mobility budget</span> that is applicable as from March 1, 2019. The mobility budget means that an employee can trade in his company car up to a certain amount for a more environmentally friendly and cheaper car. The rest of the budget can then be spent on sustainable means of transport such as a subscription to public transport, a car sharing system, a bicycle allowance, etc. Any balance will be paid out in cash at the end of the year.</span></p>
<p><span>Now that both measures apply, it is time for a comparative overview.</span></p>
<p><strong><em>Comparison of both measures</em></strong></p>
<p><span>The award conditions are identical, namely:</span></p>
<ul>
<li><span>The employer must have made a company car available to at least one employee for at least 36 months.  Start-up companies that have not been in operation for 36 months can still offer the systems if they already have company cars in their pay packages for 12 months.</span></li>
<li><span>The employee must have been entitled to a company car for at least 12 months in the 36 months prior to the application, of which at least 3 months must be uninterrupted before the application.  </span></li>
</ul>
<p><span>However, they do not apply when an employee is recruited or promoted or in case of a function change before 1 March 2019.</span></p>
<p><span>Furthermore, neither of these measures are mandatory: the employer is not required to offer them and the employee is not required to accept them!</span></p>
<p><span>The main differences are in the following areas:</span></p>
<table border=""1"" cellspacing=""0"" cellpadding=""0"" style=""border: none; width: 726px; height: 589px;"">
<tbody>
<tr>
<td valign=""top"" style=""width: 106.1pt; padding: 0cm 5.4pt; border-style: solid; border-width: 1pt; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""> </p>
</td>
<td valign=""top"" style=""width: 6cm; padding: 0cm 5.4pt; border-left: none; border-top-style: solid; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><strong><span>Mobility allowance</span></strong></p>
</td>
<td valign=""top"" style=""width: 176.9pt; padding: 0cm 5.4pt; border-left: none; border-top-style: solid; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><strong><span>Mobility budget</span></strong></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 106.1pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Amount</span></p>
</td>
<td valign=""top"" style=""width: 6cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>24% or 20% of 6/7 of the catalogue value of the car depending on whether the employer pays for the fuel costs or not </span></p>
</td>
<td valign=""top"" style=""width: 176.9pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Total cost of the actual car for the employer (= Total Cost of Ownership of TCO) fuel inclusive</span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 106.1pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Spending</span></p>
</td>
<td valign=""top"" style=""width: 6cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>To be spent freely by the employee </span></p>
</td>
<td valign=""top"" style=""width: 176.9pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>To choose freely between 3 pillars or a combination thereof: </span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-1<sup>st</sup> pillar: more environmentally friendly car </span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-2<sup>nd</sup> pillar: alternative means of transportation (public transport, bike, car sharing, …)</span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-3<sup>rd</sup> pillar: cash</span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 106.1pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Personal income tax </span></p>
</td>
<td valign=""top"" style=""width: 6cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Benefit in kind = catalogue value x 6/7 x 4% (any personal contribution may be deducted) </span></p>
</td>
<td valign=""top"" style=""width: 176.9pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>-1<sup>st</sup> pillar: benefit in kind on the new car cfr the actual rules </span></p>
<p style=""margin-bottom: 0.0001pt;""><span>- 2<sup>nd</sup> pillar: tax free</span></p>
<p style=""margin-bottom: 0.0001pt;""><span>- 3<sup>rd</sup> pillar: tax free</span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 106.1pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Corporate income tax</span></p>
</td>
<td valign=""top"" style=""width: 6cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>- Allowance is tax deductible for 75%</span></p>
<p style=""margin-bottom: 0.0001pt;""><span>- Benefit in kind = disallowed expense for 40% or 17% depending on whether the employer pays for the fuel costs</span></p>
</td>
<td valign=""top"" style=""width: 176.9pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>-1<sup>st</sup> pillar: limitation of deductibility cfr actual rules </span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-2<sup>nd</sup> pillar: deductible</span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-3<sup>rd</sup> pillar: deductible</span></p>
</td>
</tr>
<tr style=""height: 92.05pt;"">
<td valign=""top"" style=""height: 92.05pt; width: 106.1pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Social security contributions</span></p>
</td>
<td valign=""top"" style=""height: 92.05pt; width: 6cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>Solidarity contribution at charge of the employer in function of the CO2 emission of the car turned in </span></p>
</td>
<td valign=""top"" style=""height: 92.05pt; width: 176.9pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0.0001pt;""><span>-1<sup>st</sup> pillar: solidarity contribution at charge of the employer in function of the CO2 emission of the car</span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-2<sup>nd</sup> pillar: exempt</span></p>
<p style=""margin-bottom: 0.0001pt;""><span>-3<sup>rd</sup> pillar: special social security contribution of 38,07% at charge of the employee</span></p>
</td>
</tr>
</tbody>
</table>
<p><strong><em>Conclusion</em></strong></p>
<span>In practice, the two measures will have to be weighed against each other on the basis of the specific situation and it will need to be properly calculated which of the two will be most advantageous.</span>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/content-images/left-to-right/ch-asset-171581826_l2r_lg.jpg?h=313&iar=0&w=556&rev=-1&hash=A3C8B4B7C569C75382EEF2CD041F8F69,https://www.crowe.com/be/spark/insights/mobiliteitsvergoeding-versus-mobiliteitsbudget
Tax deductibility of rental charges,19/06/2024,"<div class=""article-header__content rich-text"">
<p style=""text-align: justify;""><strong><span>From the assessment year 2024 onwards</span></strong><span>, a sole proprietorship or company can no longer deduct, for tax purposes, the rent paid for real estate used for professional purposes or the fee for the use of property rights (such as ground lease, surface rights, usufruct and easements) without completing additional formalities. </span></p>
<p style=""text-align: justify;""><span>From now on, you must attach a <strong>form 270 MLH per property,</strong> to your income tax return in order to deduct the rent or fee paid for tax purposes.  The form should communicate the following information:</span></p>
<ul>
<li><span>the location of the property</span></li>
<li><span> </span>the charge paid, and</li>
<li>the amount to be deducted for tax purposes.</li>
</ul>
<p style=""text-align: justify;""><span>If you pay an overall fee for several undeveloped plots, one form will suffice. Spouses or legal cohabitants who are taxed together and who both deduct fees as actual professional expenses for the same property must attach two attachments for this property to their joint return. If you fail to comply with this reporting requirement, the fees and benefits paid will not be tax deductible.</span></p>
<p style=""text-align: justify;""><span>This additional disclosure requirement was introduced to assist the tax administration in verifying that private landlords have correctly declared their rental income. For example, tenants who deduct rent as a professional expense must now add an attachment to their tax return as an individual person or as a corporate or legal entity. In that attachment, they must also provide information about the landlord: surname, first name and full address, national registration number or company number.</span></p>
<p style=""text-align: justify;""><span>The administration has indicated that write-offs are not considered fees and therefore should not be included on the new Standard Form 270 MLH.</span></p>
<p style=""text-align: justify;""><span><strong>No</strong></span><span><strong>270</strong> MLH attachment should be added in the following cases:</span></p>
<ol>
<li><span>when the rental agreement is<strong> registered free of charge</strong>. </span>In this case, rent cannot be deducted as a professional expense.<span style=""text-align: justify;"">  </span><span style=""text-align: justify;"">When a rental agreement is registered free of charge, it is assumed that the property is for residential use only and therefore not used for the professional activity. </span>An exception applies when the property is leased for the sole purpose of providing housing for one or more employees or company directors and possibly their families pursuant to a legal or contractual obligation.<span style=""text-align: justify;"">  </span><span style=""text-align: justify;"">The rent may then still be deducted as a professional expense, on condition that the attachment is included with the tax return.</span></li>
<li><span style=""text-align: justify;""></span><span>when an <strong>invoice</strong> or <strong>document valid as such</strong> is issued for the rent or fees for a surface right, ground lease or other right of use in rem.</span></li>
<li><span></span><span>when renting out a property with a <strong>lease agreement</strong> in accordance with the leasehold law or a similar foreign law limiting lease rates, that is being used for agricultural or horticultural purposes.</span></li>
</ol>
<p> </p>
<p style=""text-align: justify;""><span>In your personal income tax return, do not forget to tick the 1072-92 and/or 2072-62 box when adding form 270 MLH.  These codes can be found in box XIII, subsection E. </span>If you have any additional questions or comments about this, please contact us. Our specialists are ready to help you.</p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/content-images/right-to-left/ch-asset-585858113_r2l_lg.jpg?h=313&iar=0&w=556&rev=-1&hash=7123E7C86F21F4216CACDECFF5E951D8,https://www.crowe.com/be/spark/insights/nieuwe-meldingsplicht-voor-huurders-en-houders-van-zakelijke-rechten
"New regulation for foreign employees, directors and researchers as from 1 January 2022",23/12/2021,"<div class=""article-header__content rich-text"">
<p>The draft of the new Program Act of December 1, 2021 provides for a new, this time statutory, regulation for foreign employees and directors that will replace the current special tax system for foreign executives, which is still based on an administrative Circular of 1983.</p>
<p>The purpose is to make Belgium permanently attractive for highly qualified foreign personnel and to put a stop to 'abuses' of the existing system. The new system is based on similar systems in our neighbouring countries.</p>
<p>Below you will find the highlights of the new system. </p>
<h2>For whom? </h2>
<p>The new system still applies to employees or company directors who come to work in Belgium from abroad and to employees (not company directors!) who carry out specific scientific research activities for at least 80% of their time. </p>
<h2>Conditions for the employer </h2>
<p>The employees and directors must either be directly recruited abroad by a Belgian employer or be seconded to Belgium by a foreign company that is part of a multinational group.</p>
<h2>Conditions for the employee/ director/ researcher </h2>
<p>In the period of 60 months prior to the start of the employment in Belgium, the person concerned may not:</p>
<ul>
<li>have been a Belgian resident</li>
<li>have lived within 150 km from the Belgian border</li>
<li>have been subject to non-resident income taxation in Belgium on his professional income.
</li>
</ul>
<p>Nationality, on the other hand, no longer plays a role.</p>
<p>In addition, a minimum gross remuneration condition of EUR 75.000 applies. This is the gross remuneration before deduction of social contributions but including holiday pay, thirteenth month, benefits in kinds, premiums, bonuses, other gratuities. This condition does not apply to researchers.</p>
<h2>Application procedure </h2>
<p>The employer must submit an application within 3 months of commencement of the employment. </p>
<h2>Costs proper to the employer: the 30% rule </h2>
<p>Recurring costs related to the secondment or employment in Belgium that are paid on top of the normal remuneration, will be regarded as exempt costs proper to the employer, for 30% of the gross remuneration with a maximum of EUR 90.000. This applies, for example, to the additional costs of living, housing, etc. in Belgium compared to the country of origin.</p>
<p>Compensation for certain other costs are not subject to a limitation, provided they are substantiated by underlying supporting documents. This is amongst others the case for the moving costs to Belgium, the school fees for children, ...</p>
<h2>Application period </h2>
<p>The new system will apply for a maximum period of 5 years (possibly to be extended by 3 years).</p>
<p>In order to continue benefitting from the system, the conditions relating to the international nature of the employer and the minimum remuneration will have to be met for non-researchers. </p>
<h2>Taxation in the personal income tax </h2>
<p>Contrary to the current system in which foreign executives by fiction are considered as non-residents, they will from now on be taxed as resident tax payers.</p>
<p>If, however, on the basis of the factual circumstances, they must continue to be regarded as non-residents, a certificate will have to be provided showing that they are effectively taxed as tax resident of another state. </p>
<h2>Entry into force and transition </h2>
<p>The new system would come into effect as from 1 January 2022.</p>
<p>The following transitional arrangement is foreseen for foreign executives who benefit from the current regulation:</p>
<ul>
<li>either they switch to the new system; however, this is only possible if the period of 5 or 8 years has not yet expired and insofar as all the requirements for the new system have been met retroactively. However, if the Administration does not approve the switch, the old system can no longer be applied;</li>
<li>or they remain subject to the old system; this is still possible for 2 years, so until the end of 2023; after that, switching is not possible any more.
</li>
</ul>
<h2>Conclusion </h2>
<p>The new Program Act now definitively puts an end to the existing tax regime for foreign executives.</p>
<p>The new system also puts an end to the calculation of the tax-free costs proper to the employer in accordance with the ‘technical note’ of the administration and the travel exclusion.</p>
<p>Whether in practice the new regulation will be more favourable for the employees and employers involved will have to be assessed on a case-by-case basis. </p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-136598742_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=E81D73A0096A4939863F3271C503301B,https://www.crowe.com/be/spark/insights/buitenlandse-werknemers-bedrijfsleiders-onderzoekers
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Registratieverplichting Pijler II,24/06/2024,"<div class=""article-header__content rich-text"">
 In 2021, the OECD (organization containing nearly 140 countries) detailed a plan to combat <strong>Base Erosion and Profit Shifting (BEPS)</strong>. This plan contained two pillars, whereby “Pillar II” contains agreements on <strong>a global minimum level of taxation</strong>, thus ensuring that large multinationals always pay a minimum effective tax rate of 15% on their profits.
<p><span style=""line-height: 115%;"">In 2022, in order to ensure that Pillar II rules are<strong> transposed into domestic law in the same way within the EU</strong> (creating a level playing field), the EU issued a Council Directive ensuring a global minimum level of taxation for <strong>multinational enterprise groups</strong> and<strong> large domestic groups in the Union.</strong> The directive has extended the scope of Pillar II to include large domestic groups – not only multinational groups.</span></p>
<p><span style=""line-height: 115%;"">At the end of 2023, the EU directive was transposed into national Belgian law introducing a minimum tax for multinational companies and large domestic groups. This introduced the minimum tax at the Belgian level.</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><strong><span style=""line-height: 115%;"">Application of Pillar II</span></strong></p>
<p><span style=""line-height: 115%;"">The following groups are subject to the minimum tax rate of 15% and are <strong>within the scope of the Pillar II-legislation in Belgium</strong>: </span></p>
<ul>
<li>multinational enterprise groups (MNE groups) and large domestic groups;</li>
<li>with annual turnover of at least €750 million in two or more of the four reporting years preceding the reporting year tested;</li>
<li>with constituent entities* established in Belgium, regardless of whether the ultimate parent entity (UPE) is tax resident in Belgium or elsewhere.</li>
</ul>
<p><span style=""line-height: 115%;"">* A constituent entity means any entity or permanent establishment of an in-scope group that is subject to the Pillar II rules.</span></p>
<p><strong><span style=""line-height: 115%;""> </span></strong></p>
<p><strong><span style=""line-height: 115%;"">Notification requirement</span></strong></p>
<p><span style=""line-height: 115%;"">When subject to the minimum tax per Pillar II-legislation in Belgium, the group is subject to the notification requirement for CBE registration (‘Crossroads Bank of Enterprises’)</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><strong><span>How?</span></strong> </p>
<ul>
<li><span>In order to be able to register with the CBE, the Multinational enterprise group (‘MNE’) or the large-scale national group must notify the FPS Finance using a notification form available on MyMinfin (online platform of the FPS Finance).</span></li>
<li><span> </span>After a complete notification, the group will be registered in the CBE and an e-mail with the group registration number will be send to the entity that notified the group.</li>
<li>In case of an incomplete notification, the Belgian tax authorities will contact the notifying entity to make the necessary amendments. The current legislation does not stipulate a specific penalty in case of late or incorrect filing. However, there could be further consequences due to the lack of a group registration number, such as being unable to submit a Qualified Domestic Minimum Top-up Tax (QDMTT) return within the deadline.</li>
</ul>
<p><span style=""line-height: 115%;""> </span></p>
<p><strong><span>When?</span></strong></p>
<ul>
<li><span>The notification should be made no later than 30 days after the start of the tax year for which the group of MNE or the large-scale national group falls within the scope of the law of 19 December 2023. For example, if the first fiscal year starts on 1 January 2025, the notification deadline is 30 January 2025.</span></li>
<li><span> </span>For those who are already subject to Pillar 2 in the meantime (e.g. from 1 January 2024), the first notification must take place no later than 45 days after the publication of the Royal Decree of 15 May 2024 in the Belgian Official Gazette. As the publication of this Royal Decree took place on 29 May 2024, the deadline would be 13 July 2024.</li>
</ul>
<p><span> </span></p>
<p><span style=""line-height: 115%;""></span><strong><span>What?</span></strong></p>
<p><span style=""line-height: 115%;"">The notification requires detailed information about the group and is divided into four sections:</span></p>
<ul>
<li><span style=""text-decoration: underline;"">Group information (box I)</span><span>: The group's unique name, fiscal year, UPE address, contact details as well as whether the group is a large domestic group or a MNE group.</span></li>
<li><span></span><span style=""text-decoration: underline;"">Consolidated financial statements (box II)</span>: Details of the financial statements, the consolidation standards used, the currency, where these financial statements have been published.</li>
<li><span style=""text-decoration: underline;"">Ownership structure (box III)</span>: A list of all UPEs, Intermediate Parent Entities (IPEs), and Partially Owned Parent Entities (POPEs) and their status.</li>
<li><span style=""text-decoration: underline;"">Contact details (box IV)</span>: Information of the entity that will act as point of contact.</li>
</ul>
<p><strong><span> </span></strong></p>
<p><strong><span>Who?</span></strong></p>
<p><span style=""line-height: 115%;"">The notification must be made:</span></p>
<ul>
<li><span style=""line-height: 115%;"">where a single ultimate parent entity is established in Belgium: by that single ultimate parent entity</span></li>
<li><span style=""line-height: 115%;""> </span>where several ultimate parent entities are established in Belgium: by the ultimate parent entity designated as the authorised representative</li>
<li>where there is no ultimate parent entity and only one constituent entity is established in Belgium: by that single constituent entity</li>
<li>where there is no ultimate parent entity and several constituent entities are established in Belgium: by the constituent entity designated as authorised representative</li>
</ul>
<p style=""margin-bottom: 12pt;""><span style=""line-height: 115%;"">Note that a separate proxy form needs to be filled in to mandate the relevant parent or group entity.</span></p>
<p style=""margin-bottom: 12pt;""><span style=""line-height: 115%;""> </span></p>
<p><strong><span style=""line-height: 115%;"">Next steps for Belgium </span></strong></p>
<p><span style=""line-height: 115%;""><span style=""text-decoration: underline;""><strong>Step 1:</strong></span> Determining whether the group qualifies as a multinational enterprise group or a large domestic group.<br>
</span><strong><span style=""text-decoration-line: underline;"">Step 2:</span></strong> Identifying the Belgian constituent entities and determining whether they are covered by Pillar II legislation.<br>
<strong><span style=""text-decoration-line: underline;"">Step 3:</span></strong> Verifying whether you have access to MyMinfin, as the notification should be filed through the MyMinfin portal.<br>
<strong><span style=""text-decoration-line: underline;"">Step 4:</span></strong> Gather the required information as per above.<br>
<span style=""text-decoration-line: underline;""><strong>Step 5:</strong></span> Complete and submit the Pillar two notification form electronically via the MyMinfin platform <strong>by 13 July 2024 </strong>(if the group is already subject to Pillar II).</p>
<p><span style=""line-height: 115%;""> </span></p>
<p><strong><span style=""line-height: 115%;"">Conclusion</span></strong></p>
<p><span style=""line-height: 115%;"">In view of the deadline for the registration of groups subject to the Pillar II scheme of July 13, 2024, we recommend that you do the necessary as soon as possible. If you have any questions about this, do not hesitate to contact your advisor at Crowe Spark Accountants en Belastingadviseurs.</span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-456835087-a_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=5B75FC9DD4BBF54593FB9C41A709CD65,https://www.crowe.com/be/spark/insights/registratieverplichting-pijler-ii
,,,,
,,,,
,,,,
,,,,
