Name,Location,Speciality,E-mail Address,Website,Facebook,Instagram,No. Of Products,Product 1,Product 2,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16
Ona Skincare - Belle Meade,"6592 HIGHWAY 100 STE 1, NASHVILLE, TN 37205",MEDICAL_SPA,booking@onaskin.com,https://www.onaskin.com,http://www.facebook.com/onaskinnashville,@onaskincare,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,
Doctor Campano,"41301 12TH ST W STE A, PALMDALE, CA 93551",OTHER,gsomc@drcampano.com,https://www.drcampano.com,https://www.facebook.com/DrRuwanthiCampano/,@drcampano,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
GULJEET SOHAL MD,"13611 SKINNER RD STE 270, CYPRESS, TX 77429",,info@ballebliss.com,https://www.ballebliss.com,https://facebook.com/ballebliss,@ballebliss,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,
Newport Beach MedSpa,"100 W COAST HWY STE 102, NEWPORT BEACH, CA 92663",MEDICAL_SPA,info@newportbeachmedspa.com,https://www.newportbeachmedspa.com,https://www.facebook.com/newportbeachmedspa/,@newportbeachmedspa,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,
LaserAway,"700 BAYBROOK MALL STE C117, FRIENDSWOOD, TX 77546",,contact@laseraway.com,https://www.laseraway.com/locations/tx/baybrook-friendswood/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
DR FREEZE - CoolSculpting Expert,"16460 BAKE PKWY. SUITE 400, IRVINE, CA 92618",MEDICAL_SPA,team@drsculpt.com,https://www.drfreeze.com/,,,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,,
HEALTH FIRST MEDICAL WEIGHT LOSS & SKIN CARE,"6735 CARNELIAN ST, RANCHO CUCAMONGA, CA 91701",MEDICAL_SPA,healthfirstinforc@gmail.com,https://healthfirstweightcontrol.com/,https://www.facebook.com/healthfirstbeautyranchocucamonga,@healthfirstbeauty,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
DermFx Newport Beach,"2430 W COAST HWY, NEWPORT BEACH, CA 92663",MEDICAL_SPA,inquiries@dermfx.com,https://www.dermfx.com,https://www.facebook.com/dermfx,@dermfx,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,
JTamiryMD,"1000 BRISTOL ST N STE 21, NEWPORT BEACH, CA 92660",MEDICAL_SPA,hautspamedica@gmail.com,https://hautspamedica.com,,@hautspamedica,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,
LaserAway,"369 E 17TH ST STE 4, COSTA MESA, CA 92627",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/costa-mesa/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
DR JOHN LAURA,"3333 W COAST HWY STE 500, NEWPORT BEACH, CA 92663",OTHER,staff@drjohnlaura.com,https://www.drjohnlaura.com,https://www.facebook.com/drjohnlaura,@dr.johnlaura,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,
JOSEPH CERNI DO,"3620 BIRCH ST STE 100, NEWPORT BEACH, CA 92660",MEDICAL_SPA,frontdesk@foreveragelessinc.com,https://www.foreveraglessinc.com,https://www.facebook.com/search/top?q=foreverageless,@foreveragelessinc,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,
LaserAway,"15020 KENSINGTON PARK DR STE 130, TUSTIN, CA 92782",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/tustin/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Cosmeticare,"1101 BAYSIDE DR STE 200, CORONA DEL MAR, CA 92625",,inquiry@cosmeticare.com,https://www.cosmeticare.com,https://www.facebook.com/cosmeticare/,@cosmeticare_,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,CoolTone®,
Magnolia Medical Aesthetics ,"6770 MAGNOLIA AVE, RIVERSIDE, CA 92506",MEDICAL_SPA,ehartzell.nsw@gmail.com,https://magnoliabodysculpting.com,,,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,
LaserAway,"23626 EL TORO RD STE A, LAKE FOREST, CA 92630",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/lake-forest/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"350 N MCKINLEY ST STE 104, CORONA, CA 92879",,contact@laseraway.com,https://www.laseraway.com/locations/ca/corona-hills/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
J GERALD MINNITI MD INC,"120 S SPALDING DR STE 340, BEVERLY HILLS, CA 90212",,drminniti@drminniti.com,http://www.drminniti.com,,@drgeraldminniti,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,
Skin Perfect Medical Aesthetics,"42035 10TH ST W STE 111-113, LANCASTER, CA 93534",MEDICAL_SPA,lancaster@skinperfectmedical.com,https://skinperfectmedical.com/locations/antelope-valley/lancaster/,https://www.facebook.com/skinperfectlancaster,@skinperfectlancaster,4 Products,LATISSE® (bimatoprost ophthalmic solution) 0.03%,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,,,,,
LaserAway,"12439 N MAINSTREET, RANCHO CUCAMONGA, CA 91739",,contact@laseraway.com,https://www.laseraway.com/locations/ca/rancho-cucamonga/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"7886 E COAST HWY, NEWPORT COAST, CA 92657",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/newport-beach-crystal-cove/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LA BEAUTY SKIN CENTER | TOLUCA LAKE,"10711 RIVERSIDE DR, NORTH HOLLYWOOD, CA 91602",MEDICAL_SPA,info@labeautyskincenter.com,https://www.labeautyskincenter.com/,https://www.facebook.com/labeautyskincenter,@labeautyskincenter,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,
OU Beauty Med Spa,"130 N BRAND BLVD GROUND FLR, GLENDALE, CA 91203",MEDICAL_SPA,appointment@oubeauty.com,https://www.oubeauty.com,https://www.facebook.com/OUBeautyMedSpa,@oubeauty,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,
BG Medical Aesthetics,"227 W VALLEY BLVD STE 268C, SAN GABRIEL, CA 91776",MEDICAL_SPA,info@beautiful-glow.com,https://bgmedicalaesthetics.com/,https://www.facebook.com/bgmedicalaesthetics/,@bgmedicalaesthetics,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,
COSMETIC REJUV MEDICAL CNTR,"7901 SANTA MONICA BLVD STE 206, WEST HOLLYWOOD, CA 90046",,crmc@crmcaesthetics.com,https://crmcaesthetics.com/,,@crmcaesthetics,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
LaserAway,"307 S ROBERTSON BLVD, BEVERLY HILLS, CA 90211",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/beverly-hills-robertson/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"101 N BRAND BLVD STE 145, GLENDALE, CA 91203",,contact@laseraway.com,https://www.laseraway.com/locations/ca/glendale/?utm_source=alle+directory&utm_medium=website+link,http://www.facebook.com/laseraway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
LaserAway,"810 FRANCISCO ST, LOS ANGELES, CA 90017",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/los-angeles/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"8953 W SUNSET BLVD, WEST HOLLYWOOD, CA 90069",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/west-hollywood/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"565 SAN ANTONIO RD STE 23, MOUNTAIN VIEW, CA 94040",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/mountain-view/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
RefinedMD,"800 POLLARD RD STE A, LOS GATOS, CA 95032",PLASTIC_SURGERY,info@refinedmd.com,https://www.refinedmd.com/?utm_source=referral&utm_medium=diamondglow&utm_campaign=diamondglow_referral,,@refinedmd,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,
LaserAway,"1325 MCCANDLESS DR, MILPITAS, CA 95035",,contact@laseraway.com,https://www.laseraway.com/locations/ca/milpitas/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Wunderbar Med Spa,"2500 HOSPITAL DR STE 9A, MOUNTAIN VIEW, CA 94040",PLASTIC_SURGERY,nicolemarquez@kormanmd.com,https://www.kormanmd.com,https://www.facebook.com/joshkormanmd,@kormanplasticsurgery @wunderbarmedspa,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
LaserAway,"415 S LAKE AVE STE 103, PASADENA, CA 91101",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/pasadena/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"15200 LOS GATOS BLVD STE 400, LOS GATOS, CA 95032",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/los-gatos/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
BIZMED,"42650 CHRISTY ST, FREMONT, CA 94538",,bizmeddoc@aol.com,https://www.bizmedspa.com,,@BizMedSpa,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),DiamondGlow®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,CoolTone®,,
"McGuiness Plastic Surgery & Aesthetics - Plano, Texas","6000 W SPRING CREEK PKWY STE 200, PLANO, TX 75024",PLASTIC_SURGERY,plastics@mcgderm.com,https://www.mcguinessdermatology.com,https://www.facebook.com/mcguinessdermatology,@mcguinessderm,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
Chase Lay MD & Associates,"455 OCONNOR DR STE 280, SAN JOSE, CA 95128",OTHER,surgery@chaselaymd.com,https://www.chaselaymd.com,https://www.facebook.com/chaselaymd,@chaselaymd,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,
VIO Med Spa Richardson  ,"1417 E RENNER RD STE 310, RICHARDSON, TX 75082",MEDICAL_SPA,richardson@viomedspa.com,https://viomedspa.com/locations/richardson-tx/,https://www.facebook.com/VIOMedSpa,@viomedsparichardson,10 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,
LaserAway,"377 SANTANA ROW STE 1080, SAN JOSE, CA 95128",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/san-jose/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Total Med Solutions,"6101 WINDCOM CT STE 300, PLANO, TX 75093",MEDICAL_SPA,info@totalmedsolutions.com,https://www.totalmedsolutions.com,https://www.facebook.com/totalmedsolutions/,@totalmedsolutions,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,
Jay Pennock MD,"1595 38TH AVE, CAPITOLA, CA 95010",MEDICAL_SPA,drjayp@rejuvenatemedi-spa.com,https://rejuvenatemedi-spa.com,https://www.facebook.com/rejuvenate-medi-spa-2049987505221355/,@rejuvenatemedi_spa,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
AESTHETX,"3803 S BASCOM AVE STE 100, CAMPBELL, CA 95008",,atxreception@aesthetx.com,https://aesthetx.com,https://www.facebook.com/aesthetxplasticsurgery/,@aesthetxmd,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),DiamondGlow®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,
LaserAway,"4001 ARLINGTON HIGHLANDS BLVD STE 1, ARLINGTON, TX 76018",,contact@laseraway.com,https://www.laseraway.com/locations/tx/arlington/?utm_source=alle+directory&utm_medium=website+link,http://www.facebook.com/laseraway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
LuminaSkin Medical Spa               ,"100 S ELLSWORTH AVE STE 806, SAN MATEO, CA 94401",MEDICAL_SPA,luminaskinladies@gmail.com,https://www.luminaskin.com/,,@luminaskin,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
